type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,993,996,0.645218,0.415411
almost,1001,1001,993,996,0.676141,0.402537
inv,1001,1001,853,855,0.795753,0.490755
str,1001,1001,993,996,0.654840,0.406312
weak,1001,1001,993,996,0.644932,0.393597
