type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,916,969,0.010359,0.006105
almost,1000,1001,1001,916,969,0.009785,0.006682
inv,1000,1001,1001,645,659,0.011770,0.007254
str,1000,1001,1001,900,922,0.009522,0.005840
weak,1000,1001,1001,916,969,0.010967,0.005861
