type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,988,992,0.396385,0.354139
almost,1001,1001,988,992,0.391998,0.272281
inv,1001,1001,837,839,0.503949,0.310424
str,1001,1001,990,995,0.398496,0.248441
weak,1001,1001,988,992,0.387926,0.241048
