type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,844,908,0.006249,0.003799
almost,1000,1001,1001,844,908,0.005945,0.003312
inv,1000,1001,1001,546,568,0.007289,0.004527
str,1000,1001,1001,839,877,0.005557,0.003578
weak,1000,1001,1001,844,908,0.005470,0.003245
