type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,993,996,0.570660,0.346270
almost,1001,1001,993,996,0.549323,0.348361
inv,1001,1001,846,850,0.673002,0.428205
str,1001,1001,992,996,0.592668,0.352801
weak,1001,1001,993,996,0.546292,0.339718
