type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,983,988,0.166784,0.095185
almost,1000,1001,1001,983,988,0.153274,0.098828
inv,1000,1001,1001,820,825,0.183340,0.120555
str,1000,1001,1001,987,990,0.195206,0.098197
weak,1000,1001,1001,983,988,0.177099,0.106200
