type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,985,991,0.199841,0.115913
almost,1000,1001,1001,985,991,0.187150,0.117382
inv,1000,1001,1001,822,828,0.315137,0.149793
str,1000,1001,1001,989,995,0.200460,0.146034
weak,1000,1001,1001,985,991,0.195879,0.122143
