typename,time_original,time_columOpt_prealloc,time_columOpt_prealloc_V1,time_fminknap,resOpt_v1,resOpt,resFmin
-tsize: 50001, s_size: 48543, n: 100, capac: 50000
uncorr,0.000000,0.090163,0.097106,0.000018,232219.711097,232219.711097,232219.711097
uncorr,0.000000,0.109456,0.107265,0.000010,198345.326860,198345.326860,198345.326860
uncorr,0.000000,0.100695,0.091262,0.000010,281804.265999,281804.265999,281804.265999
uncorr,0.000000,0.090004,0.091173,0.000007,225455.798664,225455.798664,225455.798664
uncorr,0.000000,0.090414,0.108030,0.000012,219848.046259,219848.046259,219848.046259
uncorr,0.000000,0.089721,0.091056,0.000010,220365.848233,220365.848233,220365.848233
uncorr,0.000000,0.091831,0.091748,0.000009,312535.316998,312535.316998,312535.316998
uncorr,0.000000,0.091724,0.092766,0.000012,239331.852120,239331.852120,239331.852120
uncorr,0.000000,0.089898,0.092003,0.000012,229871.013943,229871.013943,229871.013943
uncorr,0.000000,0.089688,0.090724,0.000010,180650.705989,180650.705989,180650.705989
uncorr,0.000001,0.093617,0.101756,0.000021,189190.760074,189190.760074,189190.760074
uncorr,0.000000,0.091366,0.089934,0.000011,214341.752097,214341.752097,214341.752097
uncorr,0.000001,0.091406,0.100348,0.000015,241798.750046,241798.750046,241798.750046
uncorr,0.000001,0.100022,0.104997,0.000011,272422.023612,272422.023612,272422.023612
uncorr,0.000000,0.097980,0.096855,0.000008,248896.149517,248896.149517,248896.149517
uncorr,0.000000,0.090290,0.138037,0.000011,279651.161910,279651.161910,279651.161910
uncorr,0.000001,0.111351,0.112128,0.000008,214647.597735,214647.597735,214647.597735
uncorr,0.000000,0.125021,0.117177,0.000010,276708.906483,276708.906483,276708.906483
uncorr,0.000000,0.125779,0.104589,0.000009,233438.668772,233438.668772,233438.668772
uncorr,0.000000,0.091221,0.099608,0.000010,291469.406075,291469.406075,291469.406075
uncorr,0.000000,0.090347,0.090547,0.000016,264828.558935,264828.558935,264828.558935
uncorr,0.000000,0.090436,0.089976,0.000012,253521.835476,253521.835476,253521.835476
uncorr,0.000000,0.091245,0.090356,0.000010,252986.858981,252986.858981,252986.858981
uncorr,0.000001,0.091054,0.090635,0.000007,291234.233929,291234.233929,291234.233929
uncorr,0.000000,0.098289,0.092362,0.000008,223962.785951,223962.785951,223962.785951
uncorr,0.000000,0.089863,0.090869,0.000016,251260.745753,251260.745753,251260.745753
uncorr,0.000000,0.092196,0.104085,0.000020,233713.644525,233713.644525,233713.644525
uncorr,0.000000,0.102227,0.090980,0.000011,222945.841960,222945.841960,222945.841960
uncorr,0.000000,0.090604,0.123082,0.000008,244608.678112,244608.678112,244608.678112
uncorr,0.000000,0.105990,0.099677,0.000009,197697.354630,197697.354630,197697.354630
uncorr,0.000000,0.095583,0.091764,0.000008,179357.838990,179357.838990,179357.838990
uncorr,0.000000,0.092351,0.090707,0.000012,230869.047124,230869.047124,230869.047124
uncorr,0.000001,0.089998,0.123065,0.000011,264212.744697,264212.744697,264212.744697
uncorr,0.000000,0.110210,0.090933,0.000013,197634.568918,197634.568918,197634.568918
uncorr,0.000001,0.105233,0.091146,0.000007,238793.195335,238793.195335,238793.195335
uncorr,0.000000,0.094377,0.091129,0.000009,232538.079836,232538.079836,232538.079836
uncorr,0.000001,0.091184,0.090920,0.000012,318623.237812,318623.237812,318623.237812
uncorr,0.000000,0.091796,0.091955,0.000010,235447.046112,235447.046112,235447.046112
uncorr,0.000000,0.095117,0.092691,0.000008,250204.622235,250204.622235,250204.622235
uncorr,0.000000,0.095763,0.091288,0.000009,238986.691958,238986.691958,238986.691958
uncorr,0.000001,0.093394,0.091330,0.000013,205958.087150,205958.087150,205958.087150
uncorr,0.000000,0.091616,0.090888,0.000014,264152.070301,264152.070301,264152.070301
uncorr,0.000000,0.089690,0.121766,0.000016,240813.816153,240813.816153,240813.816153
uncorr,0.000001,0.141502,0.113409,0.000010,293155.274488,293155.274488,293155.274488
uncorr,0.000000,0.114894,0.117858,0.000015,275756.259731,275756.259731,275756.259731
uncorr,0.000000,0.117721,0.103584,0.000009,217190.480547,217190.480547,217190.480547
uncorr,0.000000,0.090107,0.098017,0.000011,271565.189285,271565.189285,271565.189285
uncorr,0.000000,0.100964,0.090384,0.000012,252405.030588,252405.030588,252405.030588
uncorr,0.000000,0.090352,0.090420,0.000010,242146.268267,242146.268267,242146.268267
uncorr,0.000000,0.092671,0.090325,0.000011,229754.347814,229754.347814,229754.347814
uncorr,0.000000,0.090228,0.091907,0.000009,253964.797725,253964.797725,253964.797725
uncorr,0.000001,0.119383,0.122735,0.000010,251943.749100,251943.749100,251943.749100
uncorr,0.000000,0.104088,0.102829,0.000015,279782.817549,279782.817549,279782.817549
uncorr,0.000000,0.098584,0.100695,0.000008,245640.474240,245640.474240,245640.474240
uncorr,0.000001,0.097983,0.090920,0.000012,219712.294462,219712.294462,219712.294462
uncorr,0.000000,0.095092,0.091672,0.000011,249484.667547,249484.667547,249484.667547
uncorr,0.000000,0.094259,0.090948,0.000008,232928.045644,232928.045644,232928.045644
uncorr,0.000000,0.090109,0.090407,0.000010,213339.948072,213339.948072,213339.948072
uncorr,0.000001,0.091055,0.091427,0.000016,248331.229811,248331.229811,248331.229811
uncorr,0.000000,0.090390,0.092876,0.000009,253563.809559,253563.809559,253563.809559
uncorr,0.000000,0.093302,0.093348,0.000011,255871.434424,255871.434424,255871.434424
uncorr,0.000000,0.090413,0.090179,0.000009,276496.011399,276496.011399,276496.011399
uncorr,0.000000,0.090460,0.090758,0.000014,238587.181179,238587.181179,238587.181179
uncorr,0.000000,0.091722,0.092340,0.000010,207549.420154,207549.420154,207549.420154
uncorr,0.000000,0.090207,0.091190,0.000010,234371.290419,234371.290419,234371.290419
uncorr,0.000000,0.089558,0.091707,0.000007,276947.468925,276947.468925,276947.468925
uncorr,0.000000,0.089679,0.093317,0.000016,219809.907655,219809.907655,219809.907655
uncorr,0.000000,0.090329,0.091859,0.000009,214625.273288,214625.273288,214625.273288
uncorr,0.000000,0.090357,0.090733,0.000008,220175.302759,220175.302759,220175.302759
uncorr,0.000000,0.090510,0.089999,0.000008,270492.411873,270492.411873,270492.411873
uncorr,0.000000,0.091787,0.090405,0.000017,252190.390337,252190.390337,252190.390337
uncorr,0.000000,0.091339,0.090339,0.000010,247538.863781,247538.863781,247538.863781
uncorr,0.000001,0.091652,0.093737,0.000007,198134.306468,198134.306468,198134.306468
uncorr,0.000001,0.090631,0.091709,0.000012,226288.441038,226288.441038,226288.441038
uncorr,0.000000,0.089755,0.094590,0.000011,233244.665714,233244.665714,233244.665714
uncorr,0.000000,0.093316,0.092220,0.000009,220925.730406,220925.730406,220925.730406
uncorr,0.000001,0.092124,0.090739,0.000013,266170.962747,266170.962747,266170.962747
uncorr,0.000001,0.091642,0.090774,0.000009,211689.640722,211689.640722,211689.640722
uncorr,0.000000,0.090560,0.093356,0.000009,279990.504662,279990.504662,279990.504662
uncorr,0.000000,0.090621,0.091428,0.000014,251845.132305,251845.132305,251845.132305
uncorr,0.000000,0.089903,0.089932,0.000010,221281.782387,221281.782387,221281.782387
uncorr,0.000000,0.090488,0.090573,0.000007,219330.411093,219330.411093,219330.411093
uncorr,0.000000,0.092011,0.090678,0.000014,257312.110943,257312.110943,257312.110943
uncorr,0.000000,0.090171,0.090672,0.000010,277132.176696,277132.176696,277132.176696
uncorr,0.000000,0.089514,0.091066,0.000011,275278.676261,275278.676261,275278.676261
uncorr,0.000001,0.089900,0.090669,0.000009,262327.261738,262327.261738,262327.261738
uncorr,0.000000,0.089870,0.090337,0.000009,281374.391396,281374.391396,281374.391396
uncorr,0.000000,0.090961,0.093748,0.000022,226005.646401,226005.646401,226005.646401
uncorr,0.000000,0.089782,0.091373,0.000011,164740.657267,164740.657267,164740.657267
uncorr,0.000000,0.091694,0.091565,0.000011,236139.345259,236139.345259,236139.345259
uncorr,0.000001,0.089527,0.090277,0.000016,240325.644879,240325.644879,240325.644879
uncorr,0.000000,0.089967,0.111451,0.000012,205515.580004,205515.580004,205515.580004
uncorr,0.000000,0.090960,0.090257,0.000009,280197.405432,280197.405432,280197.405432
uncorr,0.000000,0.089897,0.092138,0.000008,215956.895271,215956.895271,215956.895271
uncorr,0.000000,0.091152,0.092163,0.000014,243708.566529,243708.566529,243708.566529
uncorr,0.000000,0.093013,0.091325,0.000012,250551.821436,250551.821436,250551.821436
uncorr,0.000000,0.096129,0.092008,0.000010,256080.605917,256080.605917,256080.605917
uncorr,0.000001,0.089894,0.091157,0.000011,219536.879368,219536.879368,219536.879368
uncorr,0.000000,0.090946,0.091165,0.000011,237417.081205,237417.081205,237417.081205
uncorr,0.000000,0.090348,0.114087,0.000013,247239.188049,247239.188049,247239.188049
-tsize: 50001, s_size: 49390, n: 100, capac: 50000
almost,0.000001,0.050857,0.043990,0.000008,115793.549098,115793.549098,115793.549098
almost,0.000000,0.043221,0.051396,0.000010,118430.681514,118430.681514,118430.681514
almost,0.000000,0.057108,0.043754,0.000017,124887.070424,124887.070424,124887.070424
almost,0.000000,0.042987,0.043620,0.000007,116187.202941,116187.202941,116187.202941
almost,0.000000,0.042791,0.045269,0.000010,92157.619158,92157.619158,92157.619158
almost,0.000001,0.042963,0.043699,0.000008,122559.058874,122559.058874,122559.058874
almost,0.000001,0.043073,0.043508,0.000009,123420.686031,123420.686031,123420.686031
almost,0.000000,0.043167,0.047625,0.000014,127289.367405,127289.367405,127289.367405
