typename,time_original,time_columOpt_prealloc,time_columOpt_prealloc_V1,time_fminknap,resOpt_v1,resOpt,resFmin
-tsize: 50001, s_size: 6750, n: 20, capac: 50000
uncorr,0.000000,0.012373,0.014945,0.000007,68821.733678,68821.733678,68821.733678
uncorr,0.000000,0.012777,0.015752,0.000005,93817.047546,93817.047546,93817.047546
uncorr,0.000000,0.016132,0.019376,0.000006,73340.534589,73340.534589,73340.534589
uncorr,0.000000,0.014738,0.014692,0.000005,77319.520854,77319.520854,77319.520854
uncorr,0.000000,0.013290,0.017385,0.000006,67446.710968,67446.710968,67446.710968
uncorr,0.000000,0.015033,0.016573,0.000004,77852.022462,77852.022462,77852.022462
uncorr,0.000000,0.013049,0.021532,0.000006,64389.698666,64389.698666,64389.698666
uncorr,0.000000,0.018519,0.027082,0.000007,40027.197082,40027.197082,40027.197082
uncorr,0.000000,0.014283,0.016491,0.000004,63622.386535,63622.386535,63622.386535
uncorr,0.000000,0.019503,0.018788,0.000007,64729.694572,64729.694572,64729.694572
uncorr,0.000000,0.012248,0.015070,0.000006,59508.889048,59508.889048,59508.889048
uncorr,0.000000,0.012551,0.015078,0.000005,66283.285830,66283.285830,66283.285830
uncorr,0.000001,0.013765,0.018693,0.000009,52444.868619,52444.868619,52444.868619
uncorr,0.000000,0.016489,0.025949,0.000008,73881.568383,73881.568383,73881.568383
uncorr,0.000001,0.018356,0.023385,0.000006,70066.473206,70066.473206,70066.473206
uncorr,0.000000,0.018786,0.018957,0.000007,43543.463346,43543.463346,43543.463346
uncorr,0.000000,0.015774,0.014809,0.000006,69279.037090,69279.037090,69279.037090
uncorr,0.000000,0.012178,0.014398,0.000004,53789.935815,53789.935815,53789.935815
uncorr,0.000000,0.012200,0.016631,0.000005,72986.285703,72986.285703,72986.285703
uncorr,0.000000,0.012672,0.014627,0.000004,70502.798761,70502.798761,70502.798761
uncorr,0.000000,0.012206,0.015194,0.000006,61577.061768,61577.061768,61577.061768
uncorr,0.000000,0.015826,0.016857,0.000003,61201.880747,61201.880747,61201.880747
uncorr,0.000000,0.012292,0.014406,0.000003,50002.311222,50002.311222,50002.311222
uncorr,0.000000,0.012210,0.015578,0.000007,52346.722902,52346.722902,52346.722902
uncorr,0.000000,0.013154,0.015272,0.000009,91361.756912,91361.756912,91361.756912
uncorr,0.000000,0.016577,0.023728,0.000004,52517.297161,52517.297161,52517.297161
uncorr,0.000000,0.017340,0.017641,0.000007,54313.748932,54313.748932,54313.748932
uncorr,0.000001,0.013224,0.014540,0.000004,87055.893116,87055.893116,87055.893116
uncorr,0.000000,0.012191,0.014471,0.000005,76141.715376,76141.715376,76141.715376
uncorr,0.000000,0.012204,0.014439,0.000003,42208.147732,42208.147732,42208.147732
uncorr,0.000000,0.012254,0.014435,0.000003,71862.424000,71862.424000,71862.424000
uncorr,0.000000,0.012193,0.014455,0.000003,70838.664784,70838.664784,70838.664784
uncorr,0.000000,0.012184,0.014560,0.000004,68703.642602,68703.642602,68703.642602
uncorr,0.000000,0.012166,0.014509,0.000003,69187.677146,69187.677146,69187.677146
uncorr,0.000001,0.012290,0.014587,0.000003,98960.798407,98960.798407,98960.798407
uncorr,0.000000,0.012141,0.014414,0.000005,91396.328870,91396.328870,91396.328870
uncorr,0.000000,0.012255,0.017960,0.000005,49509.520873,49509.520873,49509.520873
uncorr,0.000000,0.012392,0.014629,0.000003,79012.372379,79012.372379,79012.372379
uncorr,0.000000,0.012198,0.015131,0.000004,65974.100460,65974.100460,65974.100460
uncorr,0.000000,0.012270,0.014726,0.000003,50909.745695,50909.745695,50909.745695
uncorr,0.000000,0.012389,0.014633,0.000002,86630.003908,86630.003908,86630.003908
uncorr,0.000000,0.012267,0.014509,0.000008,93060.639186,93060.639186,93060.639186
uncorr,0.000000,0.012215,0.014518,0.000003,57339.409386,57339.409386,57339.409386
uncorr,0.000000,0.012160,0.015004,0.000002,91794.296179,91794.296179,91794.296179
uncorr,0.000000,0.012402,0.014576,0.000005,56048.198199,56048.198199,56048.198199
uncorr,0.000000,0.012327,0.014443,0.000004,70317.067497,70317.067497,70317.067497
uncorr,0.000000,0.012175,0.014494,0.000004,90879.967401,90879.967401,90879.967401
uncorr,0.000000,0.012260,0.014863,0.000003,77902.039858,77902.039858,77902.039858
uncorr,0.000001,0.012148,0.015678,0.000002,84126.750647,84126.750647,84126.750647
uncorr,0.000000,0.012227,0.014554,0.000004,61772.214936,61772.214936,61772.214936
uncorr,0.000000,0.012170,0.014664,0.000003,62628.888570,62628.888570,62628.888570
uncorr,0.000000,0.012233,0.015848,0.000003,57932.642518,57932.642518,57932.642518
uncorr,0.000000,0.013734,0.014570,0.000002,91055.204162,91055.204162,91055.204162
uncorr,0.000000,0.012186,0.014542,0.000004,53163.254933,53163.254933,53163.254933
uncorr,0.000000,0.012884,0.014679,0.000005,72007.217837,72007.217837,72007.217837
uncorr,0.000000,0.012261,0.014468,0.000003,60450.554850,60450.554850,60450.554850
uncorr,0.000000,0.014512,0.016566,0.000004,62936.567981,62936.567981,62936.567981
uncorr,0.000000,0.012597,0.017314,0.000007,53503.529852,53503.529852,53503.529852
uncorr,0.000000,0.014939,0.015434,0.000004,58118.284394,58118.284394,58118.284394
uncorr,0.000000,0.012533,0.016588,0.000006,48873.615578,48873.615578,48873.615578
uncorr,0.000000,0.013535,0.020007,0.000007,68574.204344,68574.204344,68574.204344
uncorr,0.000000,0.018597,0.015830,0.000005,49450.935427,49450.935427,49450.935427
uncorr,0.000000,0.014230,0.017480,0.000008,63549.922723,63549.922723,63549.922723
uncorr,0.000000,0.013239,0.015871,0.000006,64481.183419,64481.183419,64481.183419
uncorr,0.000000,0.012600,0.015630,0.000007,59988.384809,59988.384809,59988.384809
uncorr,0.000000,0.013314,0.015537,0.000005,65139.449413,65139.449413,65139.449413
uncorr,0.000000,0.012875,0.015218,0.000007,69171.631308,69171.631308,69171.631308
uncorr,0.000000,0.014546,0.014931,0.000004,67956.279507,67956.279507,67956.279507
uncorr,0.000000,0.012397,0.016952,0.000006,52746.538835,52746.538835,52746.538835
uncorr,0.000000,0.012464,0.015090,0.000003,67792.348745,67792.348745,67792.348745
uncorr,0.000000,0.013050,0.016124,0.000005,59935.422153,59935.422153,59935.422153
uncorr,0.000000,0.012867,0.016641,0.000008,63360.585347,63360.585347,63360.585347
uncorr,0.000000,0.014450,0.015104,0.000006,69220.370173,69220.370173,69220.370173
uncorr,0.000000,0.019595,0.018704,0.000007,57770.226711,57770.226711,57770.226711
uncorr,0.000000,0.013786,0.018366,0.000005,47305.287509,47305.287509,47305.287509
uncorr,0.000001,0.015487,0.017462,0.000016,57244.040634,57244.040634,57244.040634
uncorr,0.000000,0.014212,0.014773,0.000006,77073.617731,77073.617731,77073.617731
uncorr,0.000000,0.013808,0.015515,0.000004,83242.005895,83242.005895,83242.005895
uncorr,0.000000,0.012617,0.015223,0.000004,82732.097376,82732.097376,82732.097376
uncorr,0.000000,0.013549,0.015567,0.000006,52521.785511,52521.785511,52521.785511
uncorr,0.000000,0.012944,0.015377,0.000004,47023.962073,47023.962073,47023.962073
uncorr,0.000000,0.013118,0.015857,0.000005,61079.856182,61079.856182,61079.856182
uncorr,0.000000,0.013751,0.014648,0.000153,57104.723191,57104.723191,57104.723191
uncorr,0.000001,0.013266,0.014603,0.000006,76969.346213,76969.346213,76969.346213
uncorr,0.000000,0.013996,0.019793,0.000004,99617.379843,99617.379843,99617.379843
uncorr,0.000000,0.012559,0.015130,0.000004,52142.539187,52142.539187,52142.539187
uncorr,0.000000,0.013318,0.016296,0.000005,53399.706252,53399.706252,53399.706252
uncorr,0.000000,0.013609,0.015079,0.000005,86892.038106,86892.038106,86892.038106
uncorr,0.000001,0.012355,0.015178,0.000005,51672.570220,51672.570220,51672.570220
uncorr,0.000000,0.014131,0.017617,0.000005,61814.331148,61814.331148,61814.331148
uncorr,0.000000,0.020528,0.033019,0.000009,57757.013178,57757.013178,57757.013178
uncorr,0.000000,0.017284,0.015810,0.000005,68449.247759,68449.247759,68449.247759
uncorr,0.000000,0.013860,0.016717,0.000006,66081.230463,66081.230463,66081.230463
uncorr,0.000000,0.012781,0.015916,0.000005,80400.819123,80400.819123,80400.819123
uncorr,0.000001,0.013369,0.023601,0.000006,64476.712828,64476.712828,64476.712828
uncorr,0.000000,0.021125,0.022860,0.000003,68821.929410,68821.929410,68821.929410
uncorr,0.000000,0.012258,0.014451,0.000003,60258.812262,60258.812262,60258.812262
uncorr,0.000001,0.012141,0.015498,0.000004,59389.760475,59389.760475,59389.760475
uncorr,0.000001,0.013964,0.015597,0.000006,54161.029777,54161.029777,54161.029777
uncorr,0.000000,0.013669,0.016508,0.000005,53857.809629,53857.809629,53857.809629
-tsize: 50001, s_size: 6750, n: 20, capac: 50000
almost,0.000000,0.015480,0.017480,0.000007,41699.931578,41699.931578,41699.931578
almost,0.000000,0.014383,0.017198,0.000008,65505.290757,65505.290757,65505.290757
almost,0.000000,0.014068,0.017510,0.000005,41097.407801,41097.407801,41097.407801
almost,0.000000,0.012888,0.014988,0.000005,38755.062754,38755.062754,38755.062754
almost,0.000000,0.013497,0.015581,0.000005,61059.760037,61059.760037,61059.760037
almost,0.000001,0.012839,0.016209,0.000006,47796.106744,47796.106744,47796.106744
almost,0.000000,0.019097,0.014571,0.000003,53770.083473,53770.083473,53770.083473
almost,0.000000,0.015156,0.016272,0.000006,38410.681818,38410.681818,38410.681818
almost,0.000000,0.015070,0.015334,0.000007,64194.000830,64194.000830,64194.000830
almost,0.000000,0.014318,0.019047,0.000008,54167.202525,54167.202525,54167.202525
almost,0.000000,0.014178,0.015810,0.000006,61625.582433,61625.582433,61625.582433
almost,0.000001,0.012844,0.017280,0.000005,49696.373921,49696.373921,49696.373921
almost,0.000001,0.014769,0.021067,0.000005,41478.166326,41478.166326,41478.166326
almost,0.000001,0.013033,0.015555,0.000009,31965.666641,31965.666641,31965.666641
almost,0.000000,0.016842,0.016851,0.000005,61769.765525,61769.765525,61769.765525
almost,0.000000,0.013264,0.015716,0.000007,50197.186905,50197.186905,50197.186905
almost,0.000000,0.013009,0.014662,0.000008,58990.994394,58990.994394,58990.994394
almost,0.000000,0.012308,0.014615,0.000004,33826.416076,33826.416076,33826.416076
almost,0.000000,0.013570,0.017104,0.000008,50789.811323,50789.811323,50789.811323
almost,0.000000,0.013666,0.016373,0.000007,55595.009974,55595.009974,55595.009974
almost,0.000000,0.013686,0.015278,0.000005,59919.785062,59919.785062,59919.785062
almost,0.000000,0.013869,0.017154,0.000008,49029.016273,49029.016273,49029.016273
almost,0.000000,0.014742,0.017455,0.000008,55761.759458,55761.759458,55761.759458
almost,0.000000,0.013911,0.017853,0.000005,63230.188855,63230.188855,63230.188855
almost,0.000000,0.014793,0.016533,0.000007,53799.117473,53799.117473,53799.117473
almost,0.000000,0.014071,0.016480,0.000006,47914.926488,47914.926488,47914.926488
almost,0.000000,0.014189,0.017030,0.000008,59856.661045,59856.661045,59856.661045
almost,0.000000,0.014701,0.016834,0.000007,73753.590143,73753.590143,73753.590143
almost,0.000000,0.014850,0.018531,0.000007,36248.902954,36248.902954,36248.902954
almost,0.000000,0.012720,0.021622,0.000007,44716.766728,44716.766728,44716.766728
almost,0.000001,0.014134,0.017774,0.000008,41233.270241,41233.270241,41233.270241
almost,0.000000,0.021377,0.020872,0.000008,60389.839167,60389.839167,60389.839167
almost,0.000000,0.015854,0.016060,0.000009,48979.713380,48979.713380,48979.713380
almost,0.000000,0.013277,0.015837,0.000008,34900.343761,34900.343761,34900.343761
almost,0.000000,0.012708,0.015377,0.000005,48313.047588,48313.047588,48313.047588
almost,0.000000,0.013142,0.014551,0.000004,44329.854648,44329.854648,44329.854648
almost,0.000000,0.012376,0.015690,0.000006,61010.584244,61010.584244,61010.584244
almost,0.000000,0.015396,0.019053,0.000006,58683.061025,58683.061025,58683.061025
