type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,983,988,0.154179,0.107660
almost,1000,1001,1001,983,988,0.150561,0.092805
inv,1000,1001,1001,820,824,0.196819,0.136432
str,1000,1001,1001,987,990,0.194132,0.101407
weak,1000,1001,1001,983,988,0.156195,0.094690
