type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,970,980,0.048941,0.030172
almost,1000,1001,1001,970,980,0.045759,0.031644
inv,1000,1001,1001,783,792,0.056148,0.035046
str,1000,1001,1001,973,989,0.046593,0.031356
weak,1000,1001,1001,970,980,0.046559,0.028952
