type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,978,988,0.116061,0.073886
almost,1000,1001,1001,978,988,0.110230,0.069021
inv,1000,1001,1001,813,822,0.131613,0.081196
str,1000,1001,1001,986,990,0.110798,0.073816
weak,1000,1001,1001,978,988,0.110178,0.073504
