type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,996,997,0.919967,0.575629
almost,1001,1001,996,997,0.897289,0.555914
inv,1001,1001,861,862,1.086418,0.690557
str,1001,1001,996,996,0.884848,0.565383
weak,1001,1001,996,997,0.880747,0.553075
