type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,997,997,1.199229,0.689017
almost,1001,1001,997,997,1.053816,0.663439
inv,1001,1001,864,866,1.274534,0.800159
str,1001,1001,997,1000,1.049210,0.667917
weak,1001,1001,997,997,1.073177,0.663256
