type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,960,980,0.034023,0.020857
almost,1000,1001,1001,960,980,0.032194,0.020629
inv,1000,1001,1001,772,791,0.040236,0.024181
str,1000,1001,1001,970,989,0.031800,0.020902
weak,1000,1001,1001,960,980,0.031546,0.019615
