type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,969,980,0.046408,0.027214
almost,1000,1001,1001,969,980,0.041692,0.027903
inv,1000,1001,1001,781,792,0.049758,0.031420
str,1000,1001,1001,973,989,0.048443,0.026820
weak,1000,1001,1001,969,980,0.043057,0.025396
