type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,994,997,0.906485,0.503163
almost,1001,1001,994,997,0.795600,0.489235
inv,1001,1001,859,860,0.944355,0.600226
str,1001,1001,996,996,0.805707,0.491305
weak,1001,1001,994,997,0.790242,0.482972
