type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,786,866,0.005064,0.002654
almost,1000,1001,1001,786,866,0.003676,0.002341
inv,1000,1001,1001,528,567,0.004328,0.003681
str,1000,1001,1001,794,877,0.003987,0.002289
weak,1000,1001,1001,786,866,0.003622,0.002415
