type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,970,982,0.056333,0.034084
almost,1000,1001,1001,970,982,0.055287,0.033312
inv,1000,1001,1001,784,792,0.082476,0.044118
str,1000,1001,1001,973,989,0.053470,0.032558
weak,1000,1001,1001,970,982,0.051205,0.031985
