type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,993,996,0.687877,0.436197
almost,1001,1001,993,996,0.707913,0.429957
inv,1001,1001,855,857,0.836769,0.528550
str,1001,1001,994,996,0.685600,0.438577
weak,1001,1001,993,996,0.684722,0.426170
