type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,974,985,0.135888,0.060543
almost,1000,1001,1001,974,985,0.089335,0.054985
inv,1000,1001,1001,806,814,0.105951,0.066829
str,1000,1001,1001,984,990,0.089351,0.055064
weak,1000,1001,1001,974,985,0.086653,0.093742
