type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,998,999,1.391635,0.861369
almost,1001,1001,998,999,1.335852,0.839742
inv,1001,1001,868,872,1.600066,1.019514
str,1001,1001,997,1000,1.333966,0.834546
weak,1001,1001,998,999,1.313600,0.830970
