type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,975,985,0.098760,0.065257
almost,1000,1001,1001,975,985,0.095431,0.059859
inv,1000,1001,1001,808,816,0.114394,0.072250
str,1000,1001,1001,984,990,0.094516,0.059902
weak,1000,1001,1001,975,985,0.098495,0.059536
