type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,981,988,0.146837,0.087680
almost,1000,1001,1001,981,988,0.136303,0.084238
inv,1000,1001,1001,820,824,0.162464,0.106337
str,1000,1001,1001,987,990,0.138317,0.090475
weak,1000,1001,1001,981,988,0.134243,0.082256
