type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,981,988,0.120751,0.080147
almost,1000,1001,1001,981,988,0.117506,0.073560
inv,1000,1001,1001,813,822,0.144985,0.087682
str,1000,1001,1001,986,990,0.120913,0.073831
weak,1000,1001,1001,981,988,0.126406,0.072876
