type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,967,980,0.037976,0.024003
almost,1000,1001,1001,967,980,0.036621,0.022990
inv,1000,1001,1001,778,791,0.047590,0.029156
str,1000,1001,1001,973,989,0.037247,0.023947
weak,1000,1001,1001,967,980,0.036100,0.022768
