type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,954,980,0.029073,0.018209
almost,1000,1001,1001,954,980,0.027752,0.019484
inv,1000,1001,1001,766,789,0.035804,0.022719
str,1000,1001,1001,965,989,0.042570,0.037852
weak,1000,1001,1001,954,980,0.035618,0.016841
