type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,997,997,1.130109,0.720129
almost,1001,1001,997,997,1.103409,0.688541
inv,1001,1001,864,866,1.323321,0.846892
str,1001,1001,997,1000,1.096285,0.683980
weak,1001,1001,997,997,1.106367,0.690800
