type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,994,996,0.761465,0.466121
almost,1001,1001,994,996,0.762019,0.457621
inv,1001,1001,858,860,0.897659,0.573864
str,1001,1001,996,996,0.751092,0.465996
weak,1001,1001,994,996,0.745713,0.461234
