test: 1
cut: 1
div: 1
typename,time_original,time_columOpt_prealloc,time_columOpt_prealloc_V1,time_ks2_v1_nocol_noalloc,time_ks2_v1_allocation,time_ks2_allocation,time_ks2_v1_allocation,time_ks2_allocation,time_ks2_v1_allocation,time_ks2_allocation,time_fminknap,resOpt_v1,resOpt,resFmin
almost,0.000000,0.031586,0.032201,0.000000,0.007222,0.000000,0.007222,0.007491,0.007222,0.007491,0.000013,39746.263933,39746.263933,39746.263933
almost,0.000000,0.031117,0.032261,0.000000,0.007286,0.000000,0.007286,0.007442,0.007286,0.007442,0.000015,48267.125685,48267.125685,48267.125685
almost,0.000000,0.031414,0.043193,0.000000,0.009156,0.000000,0.009156,0.007558,0.009156,0.007558,0.000014,41185.367979,41185.367979,41185.367979
almost,0.000000,0.041327,0.037724,0.000000,0.008391,0.000000,0.008391,0.008529,0.008391,0.008529,0.000013,44136.053384,44136.053384,44136.053384
almost,0.000000,0.049595,0.042122,0.000000,0.015359,0.000000,0.015359,0.007659,0.015359,0.007659,0.000016,38229.498486,38229.498486,38229.498486
almost,0.000000,0.032063,0.036496,0.000000,0.007363,0.000000,0.007363,0.007634,0.007363,0.007634,0.000012,41141.018384,41141.018384,41141.018384
almost,0.000000,0.032868,0.032200,0.000000,0.007654,0.000000,0.007654,0.009129,0.007654,0.009129,0.000016,40064.393599,40064.393599,40064.393599
almost,0.000000,0.040868,0.032818,0.000000,0.007438,0.000000,0.007438,0.007664,0.007438,0.007664,0.000010,45509.692003,45509.692003,45509.692003
almost,0.000000,0.031327,0.032778,0.000000,0.007176,0.000000,0.007176,0.007598,0.007176,0.007598,0.000014,44450.958856,44450.958856,44450.958856
almost,0.000000,0.031793,0.033833,0.000000,0.010286,0.000000,0.010286,0.007458,0.010286,0.007458,0.000012,46049.188623,46049.188623,46049.188623
almost,0.000000,0.031583,0.032068,0.000000,0.007703,0.000000,0.007703,0.010057,0.007703,0.010057,0.000014,49211.186186,49211.186186,49211.186186
almost,0.000000,0.031839,0.032018,0.000000,0.007462,0.000000,0.007462,0.007507,0.007462,0.007507,0.000010,44500.698771,44500.698771,44500.698771
almost,0.000000,0.031238,0.031930,0.000000,0.007280,0.000000,0.007280,0.007372,0.007280,0.007372,0.000016,44355.686225,44355.686225,44355.686225
almost,0.000000,0.031415,0.031887,0.000000,0.007338,0.000000,0.007338,0.007649,0.007338,0.007649,0.000014,38780.247277,38780.247277,38780.247277
almost,0.000000,0.031979,0.032469,0.000000,0.007949,0.000000,0.007949,0.007538,0.007949,0.007538,0.000017,38218.002034,38218.002034,38218.002034
almost,0.000000,0.031564,0.035277,0.000000,0.007310,0.000000,0.007310,0.007452,0.007310,0.007452,0.000012,41375.543240,41375.543240,41375.543240
almost,0.000000,0.031440,0.032293,0.000000,0.007287,0.000000,0.007287,0.007561,0.007287,0.007561,0.000010,42988.795534,42988.795534,42988.795534
almost,0.000000,0.031259,0.032495,0.000000,0.007745,0.000000,0.007745,0.007570,0.007745,0.007570,0.000013,40472.003778,40472.003778,40472.003778
almost,0.000000,0.031283,0.032080,0.000000,0.007326,0.000000,0.007326,0.007529,0.007326,0.007529,0.000015,39876.816819,39876.816819,39876.816819
almost,0.000000,0.031552,0.033188,0.000000,0.007425,0.000000,0.007425,0.007351,0.007425,0.007351,0.000026,41430.484968,41430.484968,41430.484968
almost,0.000000,0.031392,0.031838,0.000000,0.007444,0.000000,0.007444,0.007410,0.007444,0.007410,0.000018,35231.844311,35231.844311,35231.844311
almost,0.000000,0.031952,0.032077,0.000000,0.007341,0.000000,0.007341,0.007632,0.007341,0.007632,0.000012,46244.620628,46244.620628,46244.620628
almost,0.000000,0.032766,0.032144,0.000000,0.007342,0.000000,0.007342,0.007528,0.007342,0.007528,0.000009,48271.792817,48271.792817,48271.792817
almost,0.000000,0.031668,0.032043,0.000000,0.007326,0.000000,0.007326,0.007478,0.007326,0.007478,0.000015,43881.373839,43881.373839,43881.373839
almost,0.000000,0.032826,0.031998,0.000000,0.007473,0.000000,0.007473,0.007437,0.007473,0.007437,0.000013,46115.563564,46115.563564,46115.563564
almost,0.000000,0.031319,0.031985,0.000000,0.007201,0.000000,0.007201,0.007669,0.007201,0.007669,0.000016,39252.976690,39252.976690,39252.976690
almost,0.000000,0.032758,0.035111,0.000000,0.007247,0.000000,0.007247,0.007745,0.007247,0.007745,0.000017,43753.697365,43753.697365,43753.697365
almost,0.000000,0.032390,0.031975,0.000000,0.007366,0.000000,0.007366,0.008506,0.007366,0.008506,0.000014,45274.682103,45274.682103,45274.682103
almost,0.000000,0.032977,0.032858,0.000000,0.007450,0.000000,0.007450,0.007382,0.007450,0.007382,0.000012,41740.640002,41740.640002,41740.640002
almost,0.000000,0.033643,0.032973,0.000000,0.007848,0.000000,0.007848,0.007405,0.007848,0.007405,0.000015,41599.004757,41599.004757,41599.004757
almost,0.000000,0.031655,0.031802,0.000000,0.007404,0.000000,0.007404,0.007535,0.007404,0.007535,0.000025,41268.646945,41268.646945,41268.646945
almost,0.000000,0.031247,0.031976,0.000000,0.007157,0.000000,0.007157,0.007488,0.007157,0.007488,0.000013,45409.366430,45409.366430,45409.366430
inv,0.000000,0.590041,0.556922,0.000000,0.005560,0.000000,0.005560,0.005636,0.005560,0.005636,0.000011,25186.880605,25186.880605,25186.880605
inv,0.000000,0.568451,0.561036,0.000000,0.004869,0.000000,0.004869,0.005143,0.004869,0.005143,0.000016,16839.266853,16839.266853,16839.266853
inv,0.000000,0.563647,0.558652,0.000000,0.005018,0.000000,0.005018,0.005134,0.005018,0.005134,0.000013,23629.053444,23629.053444,23629.053444
inv,0.000000,0.564379,0.556131,0.000000,0.005034,0.000000,0.005034,0.005120,0.005034,0.005120,0.000011,21491.403658,21491.403658,21491.403658
inv,0.000000,0.569106,0.556161,0.000000,0.005130,0.000000,0.005130,0.005055,0.005130,0.005055,0.000011,21611.857896,21611.857896,21611.857896
inv,0.000000,0.574711,0.553999,0.000000,0.004915,0.000000,0.004915,0.005002,0.004915,0.005002,0.000013,20905.238692,20905.238692,20905.238692
inv,0.000000,0.566941,0.554461,0.000000,0.004903,0.000000,0.004903,0.005177,0.004903,0.005177,0.000009,20794.620562,20794.620562,20794.620562
inv,0.000000,0.570048,0.556223,0.000000,0.004894,0.000000,0.004894,0.006067,0.004894,0.006067,0.000017,18726.830646,18726.830646,18726.830646
inv,0.000000,0.564827,0.555029,0.000000,0.004842,0.000000,0.004842,0.005255,0.004842,0.005255,0.000021,18446.832570,18446.832570,18446.832570
inv,0.000000,0.568754,0.564120,0.000000,0.004903,0.000000,0.004903,0.005151,0.004903,0.005151,0.000012,21564.238730,21564.238730,21564.238730
inv,0.000000,0.565109,0.556504,0.000000,0.004930,0.000000,0.004930,0.005127,0.004930,0.005127,0.000014,18308.621825,18308.621825,18308.621825
inv,0.000000,0.565494,0.556431,0.000000,0.005007,0.000000,0.005007,0.005024,0.005007,0.005024,0.000011,22011.150405,22011.150405,22011.150405
inv,0.000000,0.565756,0.554693,0.000000,0.005583,0.000000,0.005583,0.004983,0.005583,0.004983,0.000019,21428.437221,21428.437221,21428.437221
inv,0.000000,0.565373,0.559694,0.000000,0.004961,0.000000,0.004961,0.004946,0.004961,0.004946,0.000020,17979.926682,17979.926682,17979.926682
inv,0.000000,0.593485,0.580536,0.000000,0.004973,0.000000,0.004973,0.005032,0.004973,0.005032,0.000021,15751.062165,15751.062165,15751.062165
inv,0.000000,0.566560,0.555352,0.000000,0.005414,0.000000,0.005414,0.005174,0.005414,0.005174,0.000010,22572.848487,22572.848487,22572.848487
inv,0.000000,0.575521,0.559690,0.000000,0.005010,0.000000,0.005010,0.005069,0.005010,0.005069,0.000010,22538.983733,22538.983733,22538.983733
inv,0.000000,0.563837,0.561544,0.000000,0.004959,0.000000,0.004959,0.005053,0.004959,0.005053,0.000013,21590.964038,21590.964038,21590.964038
inv,0.000000,0.569048,0.567222,0.000000,0.004910,0.000000,0.004910,0.005235,0.004910,0.005235,0.000015,20679.312266,20679.312266,20679.312266
inv,0.000000,0.587254,0.557750,0.000000,0.006259,0.000000,0.006259,0.005301,0.006259,0.005301,0.000018,18232.355242,18232.355242,18232.355242
inv,0.000000,0.565783,0.621935,0.000000,0.004957,0.000000,0.004957,0.005008,0.004957,0.005008,0.000014,22391.982638,22391.982638,22391.982638
inv,0.000000,0.564314,0.561078,0.000000,0.005006,0.000000,0.005006,0.005079,0.005006,0.005079,0.000020,20877.575345,20877.575345,20877.575345
inv,0.000000,0.566107,0.561488,0.000000,0.004892,0.000000,0.004892,0.005088,0.004892,0.005088,0.000009,16704.577675,16704.577675,16704.577675
inv,0.000000,0.567567,0.572590,0.000000,0.004980,0.000000,0.004980,0.005087,0.004980,0.005087,0.000010,18874.215453,18874.215453,18874.215453
inv,0.000000,0.609897,0.560820,0.000000,0.004910,0.000000,0.004910,0.005172,0.004910,0.005172,0.000015,17341.320881,17341.320881,17341.320881
inv,0.000000,0.568451,0.556445,0.000000,0.005103,0.000000,0.005103,0.005092,0.005103,0.005092,0.000012,22499.066277,22499.066277,22499.066277
inv,0.000000,0.565346,0.563164,0.000000,0.004991,0.000000,0.004991,0.005240,0.004991,0.005240,0.000013,18082.753859,18082.753859,18082.753859
inv,0.000000,0.565355,0.568800,0.000000,0.004931,0.000000,0.004931,0.004994,0.004931,0.004994,0.000064,18094.225635,18094.225635,18094.225635
inv,0.000000,0.566391,0.600236,0.000000,0.004843,0.000000,0.004843,0.005662,0.004843,0.005662,0.000016,19710.788407,19710.788407,19710.788407
inv,0.000000,0.572637,0.557850,0.000000,0.004864,0.000000,0.004864,0.005012,0.004864,0.005012,0.000012,21807.869845,21807.869845,21807.869845
inv,0.000000,0.566012,0.557653,0.000000,0.004970,0.000000,0.004970,0.005068,0.004970,0.005068,0.000015,24368.448829,24368.448829,24368.448829
inv,0.000000,0.566106,0.556727,0.000000,0.005346,0.000000,0.005346,0.005294,0.005346,0.005294,0.000015,18728.215559,18728.215559,18728.215559
inv,0.000000,0.564101,0.553987,0.000000,0.004927,0.000000,0.004927,0.005040,0.004927,0.005040,0.000012,21652.276083,21652.276083,21652.276083
inv,0.000000,0.565080,0.556237,0.000000,0.004861,0.000000,0.004861,0.005014,0.004861,0.005014,0.000010,18241.452134,18241.452134,18241.452134
inv,0.000000,0.567242,0.555321,0.000000,0.005105,0.000000,0.005105,0.005513,0.005105,0.005513,0.000013,17556.675154,17556.675154,17556.675154
inv,0.000000,0.563295,0.555677,0.000000,0.004967,0.000000,0.004967,0.005054,0.004967,0.005054,0.000010,22394.172000,22394.172000,22394.172000
inv,0.000000,0.565320,0.559092,0.000000,0.004839,0.000000,0.004839,0.005199,0.004839,0.005199,0.000010,20620.337364,20620.337364,20620.337364
inv,0.000000,0.563319,0.563756,0.000000,0.004839,0.000000,0.004839,0.005245,0.004839,0.005245,0.000012,24081.729099,24081.729099,24081.729099
inv,0.000000,0.565396,0.556835,0.000000,0.004972,0.000000,0.004972,0.004932,0.004972,0.004932,0.000016,17972.941138,17972.941138,17972.941138
inv,0.000000,0.563164,0.555927,0.000000,0.004981,0.000000,0.004981,0.005004,0.004981,0.005004,0.000009,23414.093833,23414.093833,23414.093833
inv,0.000000,0.564036,0.553526,0.000000,0.004908,0.000000,0.004908,0.004948,0.004908,0.004948,0.000012,22299.464745,22299.464745,22299.464745
inv,0.000000,0.565515,0.553696,0.000000,0.004881,0.000000,0.004881,0.005079,0.004881,0.005079,0.000010,24612.206086,24612.206086,24612.206086
inv,0.000000,0.566033,0.556178,0.000000,0.004966,0.000000,0.004966,0.005126,0.004966,0.005126,0.000012,21561.306889,21561.306889,21561.306889
inv,0.000000,0.564087,0.554478,0.000000,0.004990,0.000000,0.004990,0.005050,0.004990,0.005050,0.000010,21649.081882,21649.081882,21649.081882
inv,0.000000,0.563525,0.555857,0.000000,0.004956,0.000000,0.004956,0.005087,0.004956,0.005087,0.000013,16061.832234,16061.832234,16061.832234
inv,0.000000,0.564639,0.561326,0.000000,0.004881,0.000000,0.004881,0.005103,0.004881,0.005103,0.000013,19495.090780,19495.090780,19495.090780
inv,0.000000,0.569052,0.556461,0.000000,0.005117,0.000000,0.005117,0.005066,0.005117,0.005066,0.000012,18258.510492,18258.510492,18258.510492
inv,0.000000,0.563992,0.554986,0.000000,0.004878,0.000000,0.004878,0.005133,0.004878,0.005133,0.000012,17180.169442,17180.169442,17180.169442
inv,0.000000,0.563729,0.555059,0.000000,0.004863,0.000000,0.004863,0.005689,0.004863,0.005689,0.000009,25200.667184,25200.667184,25200.667184
inv,0.000000,0.563812,0.553265,0.000000,0.004934,0.000000,0.004934,0.005398,0.004934,0.005398,0.000013,19400.987775,19400.987775,19400.987775
inv,0.000000,0.564579,0.556776,0.000000,0.004938,0.000000,0.004938,0.005106,0.004938,0.005106,0.000017,18707.416251,18707.416251,18707.416251
inv,0.000000,0.563173,0.556060,0.000000,0.008091,0.000000,0.008091,0.005128,0.008091,0.005128,0.000011,29058.846827,29058.846827,29058.846827
inv,0.000000,0.567233,0.570431,0.000000,0.005089,0.000000,0.005089,0.005124,0.005089,0.005124,0.000017,21800.310923,21800.310923,21800.310923
inv,0.000000,0.636421,0.563335,0.000000,0.005409,0.000000,0.005409,0.005518,0.005409,0.005518,0.000025,18275.362469,18275.362469,18275.362469
inv,0.000000,0.564501,0.558322,0.000000,0.004872,0.000000,0.004872,0.005037,0.004872,0.005037,0.000021,16752.694479,16752.694479,16752.694479
inv,0.000000,0.565203,0.556013,0.000000,0.004863,0.000000,0.004863,0.005379,0.004863,0.005379,0.000011,18129.069889,18129.069889,18129.069889
inv,0.000000,0.568957,0.553739,0.000000,0.005340,0.000000,0.005340,0.005068,0.005340,0.005068,0.000014,21389.043822,21389.043822,21389.043822
inv,0.000000,0.564320,0.557110,0.000000,0.004990,0.000000,0.004990,0.005273,0.004990,0.005273,0.000010,24264.433046,24264.433046,24264.433046
inv,0.000000,0.563432,0.557226,0.000000,0.005111,0.000000,0.005111,0.005114,0.005111,0.005114,0.000010,24379.081312,24379.081312,24379.081312
inv,0.000000,0.573969,0.565008,0.000000,0.004863,0.000000,0.004863,0.005132,0.004863,0.005132,0.000012,19329.585428,19329.585428,19329.585428
inv,0.000000,0.568973,0.556559,0.000000,0.004971,0.000000,0.004971,0.005159,0.004971,0.005159,0.000015,23254.166712,23254.166712,23254.166712
inv,0.000000,0.564473,0.556320,0.000000,0.004978,0.000000,0.004978,0.005280,0.004978,0.005280,0.000012,19598.422380,19598.422380,19598.422380
inv,0.000000,0.564301,0.559619,0.000000,0.004962,0.000000,0.004962,0.005061,0.004962,0.005061,0.000010,23752.161831,23752.161831,23752.161831
inv,0.000000,0.565678,0.554446,0.000000,0.004972,0.000000,0.004972,0.005120,0.004972,0.005120,0.000012,22096.864335,22096.864335,22096.864335
inv,0.000000,0.565383,0.556311,0.000000,0.004997,0.000000,0.004997,0.005019,0.004997,0.005019,0.000016,20509.231353,20509.231353,20509.231353
inv,0.000000,0.567444,0.567695,0.000000,0.005108,0.000000,0.005108,0.004983,0.005108,0.004983,0.000015,20091.244600,20091.244600,20091.244600
inv,0.000000,0.590231,0.578901,0.000000,0.004943,0.000000,0.004943,0.005007,0.004943,0.005007,0.000023,16546.930320,16546.930320,16546.930320
inv,0.000000,0.563834,0.558430,0.000000,0.004859,0.000000,0.004859,0.005129,0.004859,0.005129,0.000011,23152.457165,23152.457165,23152.457165
inv,0.000000,0.566666,0.556602,0.000000,0.004918,0.000000,0.004918,0.005180,0.004918,0.005180,0.000011,20030.759320,20030.759320,20030.759320
inv,0.000000,0.575750,0.565758,0.000000,0.007004,0.000000,0.007004,0.005179,0.007004,0.005179,0.000017,21377.761147,21377.761147,21377.761147
inv,0.000000,0.607606,0.558144,0.000000,0.005208,0.000000,0.005208,0.005099,0.005208,0.005099,0.000020,19251.663459,19251.663459,19251.663459
inv,0.000000,0.578712,0.582210,0.000000,0.005161,0.000000,0.005161,0.005072,0.005161,0.005072,0.000017,28559.773517,28559.773517,28559.773517
inv,0.000000,0.580251,0.574312,0.000000,0.004902,0.000000,0.004902,0.005093,0.004902,0.005093,0.000012,23574.362569,23574.362569,23574.362569
inv,0.000000,0.618185,0.559270,0.000000,0.004937,0.000000,0.004937,0.005034,0.004937,0.005034,0.000011,18644.201144,18644.201144,18644.201144
inv,0.000000,0.584899,0.563974,0.000000,0.005392,0.000000,0.005392,0.005097,0.005392,0.005097,0.000010,23434.163450,23434.163450,23434.163450
inv,0.000000,0.563921,0.554446,0.000000,0.004967,0.000000,0.004967,0.005094,0.004967,0.005094,0.000016,22185.774424,22185.774424,22185.774424
inv,0.000000,0.566041,0.559434,0.000000,0.004935,0.000000,0.004935,0.004917,0.004935,0.004917,0.000014,21192.417219,21192.417219,21192.417219
inv,0.000000,0.569278,0.555152,0.000000,0.005060,0.000000,0.005060,0.005041,0.005060,0.005041,0.000013,16509.122951,16509.122951,16509.122951
inv,0.000000,0.564437,0.556977,0.000000,0.004916,0.000000,0.004916,0.005002,0.004916,0.005002,0.000012,24030.001147,24030.001147,24030.001147
inv,0.000000,0.565020,0.555990,0.000000,0.004971,0.000000,0.004971,0.005005,0.004971,0.005005,0.000011,25514.282550,25514.282550,25514.282550
inv,0.000000,0.565690,0.567845,0.000000,0.004874,0.000000,0.004874,0.004997,0.004874,0.004997,0.000016,18930.862663,18930.862663,18930.862663
inv,0.000000,0.591369,0.568747,0.000000,0.005033,0.000000,0.005033,0.005101,0.005033,0.005101,0.000036,23367.508997,23367.508997,23367.508997
inv,0.000000,0.598273,0.556470,0.000000,0.004950,0.000000,0.004950,0.007224,0.004950,0.007224,0.000022,18836.658691,18836.658691,18836.658691
inv,0.000000,0.587989,0.555369,0.000000,0.006324,0.000000,0.006324,0.005018,0.006324,0.005018,0.000017,20078.806236,20078.806236,20078.806236
inv,0.000000,0.564998,0.560298,0.000000,0.005117,0.000000,0.005117,0.005076,0.005117,0.005076,0.000011,21916.522559,21916.522559,21916.522559
inv,0.000000,0.564033,0.557473,0.000000,0.005025,0.000000,0.005025,0.005067,0.005025,0.005067,0.000010,19913.217905,19913.217905,19913.217905
inv,0.000000,0.563290,0.564799,0.000000,0.005037,0.000000,0.005037,0.005016,0.005037,0.005016,0.000012,17484.949232,17484.949232,17484.949232
inv,0.000000,0.565530,0.555944,0.000000,0.004857,0.000000,0.004857,0.005123,0.004857,0.005123,0.000012,22942.351435,22942.351435,22942.351435
inv,0.000000,0.565045,0.555734,0.000000,0.004910,0.000000,0.004910,0.005066,0.004910,0.005066,0.000012,19485.867018,19485.867018,19485.867018
inv,0.000000,0.564700,0.557906,0.000000,0.005590,0.000000,0.005590,0.005136,0.005590,0.005136,0.000013,21065.721810,21065.721810,21065.721810
inv,0.000000,0.567834,0.571100,0.000000,0.004859,0.000000,0.004859,0.005087,0.004859,0.005087,0.000014,21088.092553,21088.092553,21088.092553
inv,0.000000,0.571705,0.563691,0.000000,0.004963,0.000000,0.004963,0.005110,0.004963,0.005110,0.000011,18449.186443,18449.186443,18449.186443
inv,0.000000,0.566608,0.565954,0.000000,0.005780,0.000000,0.005780,0.005042,0.005780,0.005042,0.000018,16091.849579,16091.849579,16091.849579
inv,0.000000,0.563990,0.575378,0.000000,0.004829,0.000000,0.004829,0.005061,0.004829,0.005061,0.000012,18567.816361,18567.816361,18567.816361
inv,0.000000,0.563144,0.556399,0.000000,0.004850,0.000000,0.004850,0.005012,0.004850,0.005012,0.000013,20545.594465,20545.594465,20545.594465
inv,0.000000,0.571681,0.565238,0.000000,0.004984,0.000000,0.004984,0.005273,0.004984,0.005273,0.000013,20345.109249,20345.109249,20345.109249
inv,0.000000,0.573584,0.556016,0.000000,0.004835,0.000000,0.004835,0.005055,0.004835,0.005055,0.000010,21219.769793,21219.769793,21219.769793
inv,0.000000,0.565666,0.554443,0.000000,0.004865,0.000000,0.004865,0.005016,0.004865,0.005016,0.000015,18494.093017,18494.093017,18494.093017
inv,0.000000,0.574409,0.558772,0.000000,0.004963,0.000000,0.004963,0.005121,0.004963,0.005121,0.000018,20162.155652,20162.155652,20162.155652
inv,0.000000,0.564220,0.565944,0.000000,0.004868,0.000000,0.004868,0.005050,0.004868,0.005050,0.000025,15918.202873,15918.202873,15918.202873
str,0.000000,0.044376,0.044102,0.000000,0.007258,0.000000,0.007258,0.007611,0.007258,0.007611,0.000012,35606.424849,35606.424849,35606.424849
str,0.000000,0.044173,0.044461,0.000000,0.007110,0.000000,0.007110,0.007246,0.007110,0.007246,0.000014,36741.389761,36741.389761,36741.389761
str,0.000000,0.044105,0.043852,0.000000,0.007240,0.000000,0.007240,0.007199,0.007240,0.007199,0.000018,44352.999962,44352.999962,44352.999962
str,0.000000,0.044839,0.045260,0.000000,0.007248,0.000000,0.007248,0.007442,0.007248,0.007442,0.000018,37454.507627,37454.507627,37454.507627
str,0.000000,0.043794,0.044123,0.000000,0.007200,0.000000,0.007200,0.007760,0.007200,0.007760,0.000013,37173.968508,37173.968508,37173.968508
str,0.000000,0.043824,0.044011,0.000000,0.007137,0.000000,0.007137,0.007272,0.007137,0.007272,0.000015,43005.528291,43005.528291,43005.528291
str,0.000000,0.045734,0.044239,0.000000,0.007163,0.000000,0.007163,0.007415,0.007163,0.007415,0.000015,44688.691804,44688.691804,44688.691804
str,0.000000,0.047181,0.044223,0.000000,0.007376,0.000000,0.007376,0.007106,0.007376,0.007106,0.000013,39642.625266,39642.625266,39642.625266
str,0.000000,0.043732,0.044805,0.000000,0.007183,0.000000,0.007183,0.007475,0.007183,0.007475,0.000016,44870.656689,44870.656689,44870.656689
str,0.000000,0.043849,0.044116,0.000000,0.006978,0.000000,0.006978,0.007276,0.006978,0.007276,0.000020,47321.469932,47321.469932,47321.469932
str,0.000000,0.044966,0.047417,0.000000,0.007077,0.000000,0.007077,0.007518,0.007077,0.007518,0.000014,43439.041229,43439.041229,43439.041229
str,0.000000,0.044259,0.043955,0.000000,0.007165,0.000000,0.007165,0.007448,0.007165,0.007448,0.000015,41816.047180,41816.047180,41816.047180
str,0.000000,0.043625,0.043478,0.000000,0.007284,0.000000,0.007284,0.007272,0.007284,0.007272,0.000015,39992.557411,39992.557411,39992.557411
str,0.000000,0.044498,0.045230,0.000000,0.007269,0.000000,0.007269,0.007497,0.007269,0.007497,0.000016,46182.075016,46182.075016,46182.075016
str,0.000000,0.044715,0.043960,0.000000,0.007106,0.000000,0.007106,0.007564,0.007106,0.007564,0.000013,42641.382243,42641.382243,42641.382243
str,0.000000,0.045440,0.044074,0.000000,0.007244,0.000000,0.007244,0.007323,0.007244,0.007323,0.000017,41775.225734,41775.225734,41775.225734
str,0.000000,0.046011,0.044068,0.000000,0.007260,0.000000,0.007260,0.007282,0.007260,0.007282,0.000013,43549.954154,43549.954154,43549.954154
str,0.000000,0.044194,0.043861,0.000000,0.007002,0.000000,0.007002,0.007443,0.007002,0.007443,0.000014,44725.940373,44725.940373,44725.940373
str,0.000000,0.044041,0.044179,0.000000,0.006991,0.000000,0.006991,0.007102,0.006991,0.007102,0.000013,42894.789050,42894.789050,42894.789050
str,0.000000,0.045320,0.060000,0.000000,0.007152,0.000000,0.007152,0.007713,0.007152,0.007713,0.000014,48976.277542,48976.277542,48976.277542
str,0.000000,0.060327,0.052184,0.000000,0.007905,0.000000,0.007905,0.007894,0.007905,0.007894,0.000021,42986.724608,42986.724608,42986.724608
str,0.000000,0.060092,0.045076,0.000000,0.007345,0.000000,0.007345,0.010634,0.007345,0.010634,0.000010,51896.372148,51896.372148,51896.372148
str,0.000000,0.047714,0.049018,0.000000,0.008094,0.000000,0.008094,0.007363,0.008094,0.007363,0.000014,45151.333512,45151.333512,45151.333512
str,0.000000,0.047010,0.045425,0.000000,0.009329,0.000000,0.009329,0.007285,0.009329,0.007285,0.000013,45117.343598,45117.343598,45117.343598
str,0.000000,0.044669,0.045524,0.000000,0.007220,0.000000,0.007220,0.007536,0.007220,0.007536,0.000011,40206.367770,40206.367770,40206.367770
str,0.000000,0.049523,0.044698,0.000000,0.007345,0.000000,0.007345,0.007208,0.007345,0.007208,0.000016,46422.135350,46422.135350,46422.135350
str,0.000000,0.043962,0.043596,0.000000,0.007200,0.000000,0.007200,0.007312,0.007200,0.007312,0.000012,37268.664952,37268.664952,37268.664952
str,0.000000,0.043827,0.044062,0.000000,0.007394,0.000000,0.007394,0.007368,0.007394,0.007368,0.000014,39600.241272,39600.241272,39600.241272
str,0.000000,0.044883,0.044361,0.000000,0.007125,0.000000,0.007125,0.007114,0.007125,0.007114,0.000013,44731.818031,44731.818031,44731.818031
str,0.000000,0.044008,0.044364,0.000000,0.007280,0.000000,0.007280,0.007169,0.007280,0.007169,0.000013,44073.272792,44073.272792,44073.272792
str,0.000000,0.044756,0.044137,0.000000,0.007375,0.000000,0.007375,0.007259,0.007375,0.007259,0.000013,42460.663223,42460.663223,42460.663223
str,0.000000,0.044106,0.044059,0.000000,0.007335,0.000000,0.007335,0.007333,0.007335,0.007333,0.000012,46708.537310,46708.537310,46708.537310
str,0.000000,0.044905,0.044240,0.000000,0.007056,0.000000,0.007056,0.008041,0.007056,0.008041,0.000013,50778.710465,50778.710465,50778.710465
str,0.000000,0.045058,0.044686,0.000000,0.008094,0.000000,0.008094,0.007274,0.008094,0.007274,0.000009,43739.898404,43739.898404,43739.898404
str,0.000000,0.044207,0.045524,0.000000,0.007224,0.000000,0.007224,0.007287,0.007224,0.007287,0.000010,41671.653381,41671.653381,41671.653381
str,0.000000,0.043819,0.043495,0.000000,0.007311,0.000000,0.007311,0.007430,0.007311,0.007430,0.000015,35823.084229,35823.084229,35823.084229
str,0.000000,0.044048,0.043993,0.000000,0.007097,0.000000,0.007097,0.007537,0.007097,0.007537,0.000016,44109.069730,44109.069730,44109.069730
str,0.000000,0.046598,0.046163,0.000000,0.007180,0.000000,0.007180,0.007135,0.007180,0.007135,0.000017,36852.029673,36852.029673,36852.029673
str,0.000000,0.045340,0.048288,0.000000,0.007152,0.000000,0.007152,0.007754,0.007152,0.007754,0.000012,50907.065394,50907.065394,50907.065394
str,0.000000,0.044820,0.043818,0.000000,0.007061,0.000000,0.007061,0.007329,0.007061,0.007329,0.000011,32419.063963,32419.063963,32419.063963
str,0.000000,0.043498,0.045562,0.000000,0.008265,0.000000,0.008265,0.007333,0.008265,0.007333,0.000019,41061.315084,41061.315084,41061.315084
str,0.000000,0.043993,0.043958,0.000000,0.007218,0.000000,0.007218,0.007622,0.007218,0.007622,0.000018,37678.244647,37678.244647,37678.244647
str,0.000000,0.044268,0.043943,0.000000,0.007861,0.000000,0.007861,0.007346,0.007861,0.007346,0.000011,37328.427312,37328.427312,37328.427312
str,0.000000,0.043837,0.045776,0.000000,0.007133,0.000000,0.007133,0.007368,0.007133,0.007368,0.000015,42464.926719,42464.926719,42464.926719
str,0.000000,0.045979,0.043904,0.000000,0.007268,0.000000,0.007268,0.007305,0.007268,0.007305,0.000016,40169.200472,40169.200472,40169.200472
str,0.000000,0.043973,0.043680,0.000000,0.007200,0.000000,0.007200,0.007162,0.007200,0.007162,0.000011,40138.656311,40138.656311,40138.656311
str,0.000000,0.043774,0.044165,0.000000,0.007546,0.000000,0.007546,0.007460,0.007546,0.007460,0.000018,42741.995142,42741.995142,42741.995142
str,0.000000,0.043663,0.043731,0.000000,0.007177,0.000000,0.007177,0.007418,0.007177,0.007418,0.000009,43112.642374,43112.642374,43112.642374
str,0.000000,0.044297,0.045146,0.000000,0.007118,0.000000,0.007118,0.007787,0.007118,0.007787,0.000016,42965.413958,42965.413958,42965.413958
str,0.000000,0.044476,0.043866,0.000000,0.007022,0.000000,0.007022,0.007363,0.007022,0.007363,0.000014,44395.540355,44395.540355,44395.540355
