type,capacity,n,t_v1,t_v2,s_v1,s_v2,t_size_v1_div,t_size_v2_cut,s_sizev1_div,s_size_v2_cut,time_v1,time_v2,time_v1_div,time_v2_cut,time_original_prealloc,time_ks2_v1_1,time_ks2_v2_1,time_ks2_v1_1_div,time_ks2_v2_1_cut,res_original_alloc,resOpt_v1_1,resOpt_v2_1,resOpt_v1_1_div,resOpt_v2_1_cut
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002523,0.004235,0.002736,0.000286,0.003402,18876.925717,18876.925717,18876.925717,18876.925717,16825.971938
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002862,0.004463,0.002238,0.000268,0.001876,14735.045321,14735.045321,14735.045321,14830.625101,13392.485564
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002647,0.004105,0.002335,0.000295,0.001880,17541.048979,17541.048979,17541.048979,17825.567614,16445.342430
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002541,0.004095,0.002308,0.000283,0.001958,21279.751929,21279.751929,21279.751929,21591.669020,18549.773439
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002539,0.003750,0.003171,0.000288,0.001926,16121.831733,16121.831733,16121.831733,16128.038982,14193.602355
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002614,0.003820,0.002858,0.000299,0.001923,24167.518145,24167.518145,24167.518145,24167.518145,22272.498904
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002524,0.003822,0.002384,0.000390,0.002097,16669.253195,16669.253195,16669.253195,16669.253195,15048.320014
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002560,0.003725,0.002225,0.000282,0.002632,17621.394817,17621.394817,17621.394817,17621.394817,14932.780149
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002616,0.005628,0.003198,0.000309,0.002115,19170.548388,19170.548388,19170.548388,19170.548388,18039.386348
uncorr,5000,100,5001,5001,4211,4405,501,5001,472,3637,0.078386,0.048007,0.007209,0.050451,0.002927,0.003809,0.002279,0.000267,0.002513,18726.717366,18726.717366,18726.717366,18764.359115,17017.428517
