type,capacity,n,t_v1,t_v2,s_v1,s_v2,t_size_v1_div,t_size_v2_cut,s_sizev1_div,s_size_v2_cut,time_v1,time_v2,time_v1_div,time_v2_cut,time_original_prealloc,time_ks2_v1_1,time_ks2_v2_1,time_ks2_v1_1_div,time_ks2_v2_1_cut,res_original_alloc,resOpt_v1_1,resOpt_v2_1,resOpt_v1_1_div,resOpt_v2_1_cut
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.003135,0.003977,0.002897,0.000035,0.002381,16634.713696,16634.713696,16634.713696,17332.725145,16114.509095
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002876,0.004511,0.003042,0.000033,0.002530,18784.891021,18784.891021,18784.891021,19320.731645,16918.236279
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.003383,0.003808,0.002872,0.000031,0.001889,21697.017945,21697.017945,21697.017945,22335.730481,20879.824611
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002932,0.004374,0.002484,0.000034,0.002659,25243.151295,25243.151295,25243.151295,26039.574759,23682.526573
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002545,0.003926,0.002835,0.000035,0.002247,17060.293218,17060.293218,17060.293218,17946.261976,14698.332032
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002854,0.003663,0.002754,0.000031,0.002490,20675.995171,20675.995171,20675.995171,22331.829745,20071.178047
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002987,0.004247,0.002345,0.000031,0.002593,17587.882124,17587.882124,17587.882124,18250.681346,15394.227063
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002663,0.003730,0.002344,0.000036,0.004057,17118.872913,17118.872913,17118.872913,17783.653977,16379.328598
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.003205,0.004282,0.002616,0.000032,0.002831,22730.014509,22730.014509,22730.014509,23125.831798,20500.883655
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002556,0.004227,0.002388,0.000039,0.002420,19953.796949,19953.796949,19953.796949,20830.763980,18778.220455
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002698,0.003867,0.002379,0.000039,0.002097,20061.323850,20061.323850,20061.323850,20460.702007,19469.709148
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.002711,0.004163,0.002275,0.000037,0.001918,19196.061453,19196.061453,19196.061453,20108.938655,17664.542186
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.004660,0.006078,0.005199,0.000060,0.003884,20298.475403,20298.475403,20298.475403,21160.556855,20129.877081
uncorr,5000,100,5001,5001,4211,4405,51,5001,51,3637,0.084596,0.051312,0.001339,0.053376,0.004330,0.006577,0.004556,0.000067,0.003868,16659.373874,16659.373874,16659.373874,17589.380237,15395.542224
