type,capacity,n,t_v1,t_v2,s_v1,s_v2,t_size_v1_div,t_size_v2_cut,s_sizev1_div,s_size_v2_cut,time_v1,time_v2,time_v1_div,time_v2_cut,time_original_prealloc,time_ks2_v1_1,time_ks2_v2_1,time_ks2_v1_1_div,time_ks2_v2_1_cut,res_original_alloc,resOpt_v1_1,resOpt_v2_1,resOpt_v1_1_div,resOpt_v2_1_cut
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.030964,0.073860,0.030588,0.000005,0.031015,221278.605792,221278.605792,221278.605792,93228.725871,221278.605792
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.032269,0.089808,0.037923,0.000005,0.053101,256041.904502,256041.904502,256041.904502,111927.429879,256041.904502
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.036666,0.075742,0.031331,0.000006,0.031324,278366.233844,278366.233844,278366.233844,106258.249779,278366.233844
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.033963,0.082496,0.047117,0.000011,0.031002,278303.110753,278303.110753,278303.110753,115469.958938,278303.110753
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.032452,0.078736,0.032023,0.000006,0.031772,261888.624468,261888.624468,261888.624468,122379.905838,261888.624468
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.032622,0.078602,0.032677,0.000006,0.030494,275294.436353,275294.436353,275294.436353,108425.112382,275294.436353
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.032914,0.076416,0.031865,0.000006,0.029708,273724.324553,273724.324553,273724.324553,118453.032025,273724.324553
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.030535,0.081080,0.030154,0.000006,0.030477,221912.952578,221912.952578,221912.952578,99063.850028,221912.952578
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.030978,0.073743,0.030743,0.000006,0.030624,252938.123851,252938.123851,252938.123851,107484.350377,252938.123851
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.031236,0.074784,0.030736,0.000006,0.031939,270441.883637,270441.883637,270441.883637,119616.384951,270441.883637
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.030269,0.073659,0.029889,0.000006,0.031269,221861.797789,221861.797789,221861.797789,107551.652632,221861.797789
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.033073,0.072922,0.029494,0.000005,0.028863,244719.001772,244719.001772,244719.001772,99907.090538,244719.001772
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.033305,0.074573,0.029486,0.000006,0.031882,294006.633911,294006.633911,294006.633911,113446.058802,294006.633911
uncorr,50000,100,50001,50001,48543,48620,6,50001,6,48609,0.210197,0.133373,0.000039,0.139254,0.031145,0.077108,0.030494,0.000008,0.029811,268130.045893,268130.045893,268130.045893,115967.838699,268130.045893
