type,capacity,n,t_v1,t_v2,s_v1,s_v2,t_size_v1_div,t_size_v2_cut,s_sizev1_div,s_size_v2_cut,time_v1,time_v2,time_v1_div,time_v2_cut,time_original_prealloc,time_ks2_v1_1,time_ks2_v2_1,time_ks2_v1_1_div,time_ks2_v2_1_cut,res_original_alloc,resOpt_v1_1,resOpt_v2_1,resOpt_v1_1_div,resOpt_v2_1_cut
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030683,0.072712,0.029220,0.000044,0.030530,216747.753123,216747.753123,216747.753123,198317.192495,216747.753123
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.034951,0.089526,0.033371,0.000044,0.039407,216493.611801,216493.611801,216493.611801,197048.417390,216467.596111
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031668,0.079106,0.029431,0.000037,0.029659,235012.990008,235012.990008,235012.990008,217109.796197,235012.990008
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032631,0.077060,0.034999,0.000041,0.032422,204272.328232,204272.328232,204272.328232,187927.899076,204272.328232
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031530,0.091560,0.030865,0.000039,0.030498,233367.145006,233367.145006,233367.145006,212814.566364,233367.145006
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032424,0.077524,0.031047,0.000044,0.032082,177650.159324,177650.159324,177650.159324,158991.265022,177650.159324
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032780,0.076632,0.029577,0.000037,0.031888,222121.407203,222121.407203,222121.407203,204906.875765,222121.407203
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030920,0.074516,0.029675,0.000040,0.029838,241583.173805,241583.173805,241583.173805,222973.317335,241583.173805
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032362,0.074898,0.030018,0.000037,0.030086,258510.385741,258510.385741,258510.385741,245638.041652,258510.385741
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030838,0.073328,0.029563,0.000037,0.030682,291836.077797,291836.077797,291836.077797,283635.084530,291836.077797
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032314,0.073443,0.029980,0.000037,0.029361,291904.906553,291904.906553,291904.906553,271950.890184,291904.906553
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032724,0.073075,0.029780,0.000047,0.029223,262337.054775,262337.054775,262337.054775,246142.251395,262337.054775
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030933,0.074798,0.030349,0.000040,0.034647,236880.445633,236880.445633,236880.445633,218292.127098,236880.445633
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031505,0.075967,0.029113,0.000045,0.030009,222120.222476,222120.222476,222120.222476,213556.171675,222120.222476
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030581,0.073397,0.029372,0.000044,0.029427,228210.007003,228210.007003,228210.007003,210031.717454,228210.007003
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030460,0.076167,0.029651,0.000039,0.030294,280685.310694,280685.310694,280685.310694,268104.237084,280685.310694
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031260,0.073646,0.029816,0.000053,0.030680,255824.940801,255824.940801,255824.940801,240156.332154,255824.940801
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.033155,0.075698,0.030064,0.000037,0.031350,262288.855893,262288.855893,262288.855893,254214.046503,262288.855893
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032317,0.073377,0.029752,0.000038,0.029856,267178.415087,267178.415087,267178.415087,250645.929159,267178.415087
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031400,0.075352,0.031534,0.000037,0.029764,225604.263251,225604.263251,225604.263251,210376.482200,225604.263251
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030841,0.073510,0.030689,0.000039,0.030643,250470.967364,250470.967364,250470.967364,233785.739044,250470.967364
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.033131,0.074420,0.035180,0.000038,0.032338,220180.300733,220180.300733,220180.300733,204230.167462,220180.300733
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.033896,0.080168,0.030015,0.000037,0.033507,225445.518395,225445.518395,225445.518395,205384.067214,225445.518395
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030549,0.075513,0.031214,0.000039,0.030588,229631.282860,229631.282860,229631.282860,213078.559265,229631.282860
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.036943,0.077332,0.032863,0.000044,0.034627,205359.259931,205359.259931,205359.259931,193564.782581,205359.259931
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030761,0.077678,0.032683,0.000066,0.032370,240373.959826,240373.959826,240373.959826,221709.076475,240373.959826
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.033214,0.076714,0.030124,0.000044,0.032713,219825.242583,219825.242583,219825.242583,203156.674989,219825.242583
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.033064,0.073368,0.029203,0.000044,0.030516,252812.787717,252812.787717,252812.787717,242399.435797,252812.787717
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030773,0.075335,0.032008,0.000037,0.029781,245165.814104,245165.814104,245165.814104,225374.700257,245165.814104
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031397,0.074245,0.029935,0.000038,0.030748,230911.395576,230911.395576,230911.395576,209119.570910,230911.395576
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.039630,0.077877,0.032990,0.000037,0.031358,270866.543864,270866.543864,270866.543864,258503.423788,270866.543864
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.033091,0.074410,0.029085,0.000037,0.029155,284844.670439,284844.670439,284844.670439,273088.299531,284844.670439
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030697,0.074097,0.029625,0.000045,0.030860,243101.015996,243101.015996,243101.015996,219395.506408,243101.015996
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030298,0.074849,0.030107,0.000039,0.030727,199100.317304,199100.317304,199100.317304,180036.238240,199100.317304
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031594,0.073902,0.030558,0.000040,0.030949,243556.885069,243556.885069,243556.885069,226907.933897,243556.885069
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031668,0.074008,0.030534,0.000039,0.030615,210522.569997,210522.569997,210522.569997,195569.629991,210522.569997
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031260,0.073938,0.030603,0.000039,0.030726,200131.346077,200131.346077,200131.346077,181431.383328,200131.346077
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031351,0.076806,0.030174,0.000044,0.029824,254412.849214,254412.849214,254412.849214,234978.712866,254412.849214
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030997,0.074173,0.035461,0.000037,0.030617,265555.680726,265555.680726,265555.680726,253973.301287,265555.680726
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030759,0.073959,0.033943,0.000037,0.029890,269464.762870,269464.762870,269464.762870,251396.730657,269464.762870
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031127,0.074662,0.029699,0.000038,0.029653,222518.575175,222518.575175,222518.575175,207080.576176,222518.575175
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031547,0.073465,0.029699,0.000037,0.031752,234508.696919,234508.696919,234508.696919,212078.793105,234508.696919
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.033846,0.076058,0.031975,0.000039,0.030466,232256.603478,232256.603478,232256.603478,213214.870191,232256.603478
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.031890,0.075838,0.032044,0.000038,0.029096,243939.201932,243939.201932,243939.201932,230808.522937,243939.201932
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032056,0.073280,0.030552,0.000039,0.030245,246239.671121,246239.671121,246239.671121,228073.384568,246239.671121
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030967,0.079981,0.029923,0.000037,0.031718,284251.186973,284251.186973,284251.186973,265003.734072,284251.186973
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.035019,0.077867,0.031754,0.000036,0.031975,280979.290166,280979.290166,280979.290166,267801.362872,280979.290166
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032670,0.076413,0.032884,0.000037,0.029509,218022.342300,218022.342300,218022.342300,205454.054012,218022.342300
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030237,0.079219,0.030668,0.000039,0.029836,261682.368319,261682.368319,261682.368319,243880.743607,261682.368319
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030560,0.073468,0.030093,0.000039,0.030688,278311.277865,278311.277865,278311.277865,258258.742532,278311.277865
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.032516,0.073688,0.031417,0.000036,0.029479,238964.327962,238964.327962,238964.327962,221737.473677,238953.794747
uncorr,50000,100,50001,50001,48543,48620,51,50001,51,48609,0.217784,0.135673,0.000196,0.126843,0.030878,0.072963,0.029712,0.000037,0.030635,275495.531122,275495.531122,275495.531122,264538.015005,275495.531122
