typename,s_size_v1,s_size_v2,s_size_v1_1,s_size_v2_1,time_ks2_allocation,time_ks2_v2,time_ks2_v2_allocation_1,time_ks2_v2_1,time_ks2_v1_allocation,time_ks2_v1,time_ks2_v1_allocation_1,time_ks2_v1_1,time_original
almost,403,208,403,208,0.000005,0.001930,0.000003,0.000062,0.000007,0.002411,0.000008,0.000065,0.003767
almost,403,208,403,208,0.000005,0.002062,0.000010,0.000094,0.000013,0.003624,0.000014,0.000122,0.008137
almost,403,208,403,208,0.000009,0.002611,0.000007,0.000114,0.000014,0.003373,0.000014,0.000121,0.008156
almost,403,208,403,208,0.000008,0.002611,0.000008,0.000101,0.000015,0.003320,0.000014,0.000126,0.008024
almost,403,208,403,208,0.000009,0.002602,0.000008,0.000130,0.000015,0.003322,0.000013,0.000158,0.008771
almost,403,208,403,208,0.000009,0.002337,0.000004,0.000075,0.000008,0.002694,0.000008,0.000083,0.004613
almost,403,208,403,208,0.000005,0.002143,0.000004,0.000084,0.000008,0.002850,0.000011,0.000093,0.005515
almost,403,208,403,208,0.000005,0.001963,0.000004,0.000073,0.000008,0.002646,0.000011,0.000109,0.005112
almost,403,208,403,208,0.000006,0.002199,0.000004,0.000073,0.000009,0.002511,0.000009,0.000059,0.005991
almost,403,208,403,208,0.000007,0.002351,0.000005,0.000106,0.000009,0.002878,0.000008,0.000068,0.004074
almost,403,208,403,208,0.000005,0.002222,0.000005,0.000107,0.000008,0.002486,0.000007,0.000059,0.003989
almost,403,208,403,208,0.000005,0.001918,0.000003,0.000074,0.000007,0.002430,0.000008,0.000066,0.003764
almost,403,208,403,208,0.000005,0.002082,0.000004,0.000079,0.000007,0.002435,0.000007,0.000078,0.003805
almost,403,208,403,208,0.000004,0.001921,0.000004,0.000069,0.000007,0.002431,0.000007,0.000058,0.003721
almost,403,208,403,208,0.000005,0.001973,0.000004,0.000061,0.000007,0.002431,0.000007,0.000072,0.003764
almost,403,208,403,208,0.000004,0.001892,0.000003,0.000059,0.000008,0.002410,0.000007,0.000072,0.003748
almost,403,208,403,208,0.000004,0.001986,0.000004,0.000059,0.000007,0.002411,0.000007,0.000066,0.003699
almost,403,208,403,208,0.000005,0.001910,0.000003,0.000059,0.000007,0.002394,0.000007,0.000055,0.003666
almost,403,208,403,208,0.000004,0.002000,0.000003,0.000059,0.000007,0.002384,0.000007,0.000046,0.003644
almost,403,208,403,208,0.000004,0.001945,0.000004,0.000056,0.000007,0.002378,0.000007,0.000044,0.003658
almost,403,208,403,208,0.000005,0.001981,0.000004,0.000072,0.000007,0.002393,0.000007,0.000055,0.003672
almost,403,208,403,208,0.000004,0.001927,0.000015,0.000067,0.000007,0.002418,0.000007,0.000046,0.003731
almost,403,208,403,208,0.000004,0.001948,0.000004,0.000059,0.000007,0.002431,0.000007,0.000063,0.003655
almost,403,208,403,208,0.000005,0.001959,0.000004,0.000058,0.000007,0.002383,0.000007,0.000045,0.003710
almost,403,208,403,208,0.000005,0.001954,0.000004,0.000068,0.000007,0.002380,0.000007,0.000045,0.003656
almost,403,208,403,208,0.000005,0.001948,0.000003,0.000059,0.000007,0.002401,0.000007,0.000062,0.003804
almost,403,208,403,208,0.000004,0.001930,0.000004,0.000064,0.000007,0.002376,0.000007,0.000041,0.003683
almost,403,208,403,208,0.000004,0.001928,0.000003,0.000069,0.000007,0.002389,0.000007,0.000050,0.003753
almost,403,208,403,208,0.000005,0.001941,0.000004,0.000057,0.000007,0.002388,0.000007,0.000043,0.003682
almost,403,208,403,208,0.000005,0.001946,0.000004,0.000059,0.000007,0.002399,0.000007,0.000062,0.003742
almost,403,208,403,208,0.000004,0.001938,0.000003,0.000067,0.000007,0.002394,0.000007,0.000044,0.003657
almost,403,208,403,208,0.000004,0.001913,0.000003,0.000067,0.000007,0.002391,0.000007,0.000044,0.003889
almost,403,208,403,208,0.000004,0.002082,0.000005,0.000065,0.000007,0.002483,0.000007,0.000072,0.003767
almost,403,208,403,208,0.000004,0.001929,0.000004,0.000064,0.000007,0.002401,0.000007,0.000059,0.003731
almost,403,208,403,208,0.000004,0.001957,0.000004,0.000073,0.000008,0.002398,0.000007,0.000061,0.003672
almost,403,208,403,208,0.000005,0.001957,0.000004,0.000066,0.000008,0.002400,0.000007,0.000048,0.003658
almost,403,208,403,208,0.000005,0.001992,0.000004,0.000057,0.000007,0.002529,0.000009,0.000068,0.004033
almost,403,208,403,208,0.000005,0.001940,0.000004,0.000077,0.000008,0.002416,0.000008,0.000060,0.003779
almost,403,208,403,208,0.000005,0.002078,0.000004,0.000062,0.000007,0.002400,0.000007,0.000053,0.003814
almost,403,208,403,208,0.000004,0.001954,0.000004,0.000073,0.000008,0.002387,0.000007,0.000055,0.003871
almost,403,208,403,208,0.000005,0.001892,0.000003,0.000078,0.000007,0.002419,0.000007,0.000070,0.003697
almost,403,208,403,208,0.000004,0.001932,0.000004,0.000066,0.000008,0.002437,0.000007,0.000074,0.005489
almost,403,208,403,208,0.000008,0.002281,0.000005,0.000074,0.000008,0.002559,0.000007,0.000085,0.003828
inv,272,146,272,146,0.000004,0.001525,0.000003,0.000026,0.000006,0.000941,0.000005,0.000053,0.003759
inv,272,146,272,146,0.000004,0.001489,0.000003,0.000045,0.000006,0.000936,0.000004,0.000056,0.004081
inv,272,146,272,146,0.000003,0.001462,0.000003,0.000031,0.000005,0.000957,0.000005,0.000055,0.003634
inv,272,146,272,146,0.000004,0.001528,0.000003,0.000049,0.000006,0.000949,0.000005,0.000064,0.003839
inv,272,146,272,146,0.000004,0.001507,0.000003,0.000039,0.000005,0.000933,0.000005,0.000047,0.003646
inv,272,146,272,146,0.000003,0.001489,0.000003,0.000047,0.000005,0.000940,0.000005,0.000066,0.003635
inv,272,146,272,146,0.000004,0.001476,0.000003,0.000043,0.000005,0.000946,0.000005,0.000060,0.003795
inv,272,146,272,146,0.000003,0.001467,0.000003,0.000036,0.000005,0.000931,0.000005,0.000050,0.003653
inv,272,146,272,146,0.000003,0.001473,0.000003,0.000031,0.000005,0.000927,0.000005,0.000058,0.003773
inv,272,146,272,146,0.000004,0.001684,0.000003,0.000048,0.000005,0.000992,0.000005,0.000062,0.003791
inv,272,146,272,146,0.000003,0.001487,0.000003,0.000041,0.000006,0.000943,0.000004,0.000053,0.003655
inv,272,146,272,146,0.000003,0.001483,0.000003,0.000039,0.000005,0.000986,0.000005,0.000049,0.004308
inv,272,146,272,146,0.000004,0.001543,0.000003,0.000042,0.000005,0.001047,0.000006,0.000058,0.003787
inv,272,146,272,146,0.000003,0.001473,0.000003,0.000028,0.000005,0.000934,0.000004,0.000063,0.003664
inv,272,146,272,146,0.000003,0.001499,0.000002,0.000052,0.000006,0.000953,0.000005,0.000087,0.003732
inv,272,146,272,146,0.000004,0.001476,0.000003,0.000038,0.000005,0.000945,0.000005,0.000078,0.003586
inv,272,146,272,146,0.000004,0.001507,0.000003,0.000046,0.000005,0.000937,0.000004,0.000068,0.003622
inv,272,146,272,146,0.000003,0.001460,0.000003,0.000022,0.000005,0.000923,0.000005,0.000035,0.003593
inv,272,146,272,146,0.000003,0.001475,0.000003,0.000020,0.000005,0.000914,0.000005,0.000034,0.003585
inv,272,146,272,146,0.000003,0.001461,0.000003,0.000018,0.000005,0.000919,0.000005,0.000028,0.003625
inv,272,146,272,146,0.000003,0.001459,0.000003,0.000026,0.000005,0.000910,0.000005,0.000032,0.003606
inv,272,146,272,146,0.000003,0.001457,0.000003,0.000031,0.000005,0.000922,0.000005,0.000028,0.003583
inv,272,146,272,146,0.000003,0.001461,0.000003,0.000021,0.000005,0.000981,0.000005,0.000031,0.003576
inv,272,146,272,146,0.000003,0.001460,0.000003,0.000018,0.000004,0.000912,0.000005,0.000029,0.003594
inv,272,146,272,146,0.000003,0.001455,0.000002,0.000020,0.000005,0.000912,0.000005,0.000031,0.003638
inv,272,146,272,146,0.000003,0.001489,0.000003,0.000028,0.000005,0.000914,0.000005,0.000032,0.003582
inv,272,146,272,146,0.000003,0.001465,0.000003,0.000027,0.000005,0.000924,0.000005,0.000034,0.003586
inv,272,146,272,146,0.000003,0.001481,0.000003,0.000015,0.000004,0.000916,0.000005,0.000028,0.003619
inv,272,146,272,146,0.000003,0.001488,0.000003,0.000026,0.000005,0.000920,0.000005,0.000034,0.003597
inv,272,146,272,146,0.000003,0.001454,0.000003,0.000018,0.000004,0.000911,0.000005,0.000030,0.003584
inv,272,146,272,146,0.000003,0.001458,0.000004,0.000043,0.000010,0.000920,0.000005,0.000029,0.003600
inv,272,146,272,146,0.000003,0.001451,0.000003,0.000019,0.000005,0.000923,0.000005,0.000030,0.003591
inv,272,146,272,146,0.000003,0.001475,0.000003,0.000027,0.000005,0.000915,0.000005,0.000034,0.003707
inv,272,146,272,146,0.000003,0.001458,0.000002,0.000019,0.000005,0.000913,0.000004,0.000030,0.003596
