typename,s_size_v1,s_size_v2,s_size_v1_1,s_size_v2_1,time_ks2_allocation,time_ks2_v2,time_ks2_v2_allocation_1,time_ks2_v2_1,time_ks2_v1_allocation,time_ks2_v1,time_ks2_v1_allocation_1,time_ks2_v1_1,time_original
inv,44197,44642,44197,44642,0.012844,0.553602,0.012948,0.026707,0.013529,0.544814,0.012392,0.026091,0.037314
inv,44197,44642,44197,44642,0.012990,0.551616,0.013106,0.026532,0.012781,0.550611,0.013429,0.030841,0.043883
inv,44197,44642,44197,44642,0.013497,0.551280,0.012216,0.026123,0.011806,0.537818,0.011943,0.025401,0.035526
inv,44197,44642,44197,44642,0.011862,0.558105,0.011958,0.025398,0.011747,0.546276,0.012099,0.025971,0.036592
inv,44197,44642,44197,44642,0.012174,0.544908,0.011980,0.025491,0.011546,0.541110,0.013232,0.026750,0.039323
inv,44197,44642,44197,44642,0.013133,0.551308,0.012687,0.025645,0.011954,0.552152,0.012835,0.026882,0.038595
inv,44197,44642,44197,44642,0.012969,0.550613,0.011956,0.026059,0.012985,0.542164,0.012225,0.025565,0.037679
inv,44197,44642,44197,44642,0.012638,0.550950,0.012613,0.025981,0.012401,0.550749,0.012853,0.027116,0.036176
inv,44197,44642,44197,44642,0.011559,0.539910,0.012116,0.026300,0.012075,0.546552,0.012151,0.025992,0.036063
inv,44197,44642,44197,44642,0.011838,0.540706,0.011947,0.025478,0.011958,0.539956,0.013065,0.028219,0.038941
inv,44197,44642,44197,44642,0.012579,0.550046,0.012643,0.026823,0.012838,0.543127,0.011790,0.026538,0.037644
inv,44197,44642,44197,44642,0.011997,0.553146,0.012070,0.025356,0.012909,0.554829,0.012873,0.031281,0.042359
inv,44197,44642,44197,44642,0.014106,0.548571,0.012438,0.029411,0.012262,0.537669,0.012025,0.025399,0.037378
inv,44197,44642,44197,44642,0.012437,0.551564,0.012568,0.026057,0.012403,0.562624,0.012593,0.029031,0.037795
inv,44197,44642,44197,44642,0.011965,0.537337,0.013415,0.029243,0.012457,0.545238,0.012834,0.030648,0.039195
inv,44197,44642,44197,44642,0.013213,0.540230,0.012131,0.025488,0.011955,0.546588,0.012575,0.025180,0.038542
inv,44197,44642,44197,44642,0.012843,0.549192,0.012668,0.026366,0.011955,0.538378,0.013664,0.026185,0.036615
inv,44197,44642,44197,44642,0.014267,0.544961,0.012777,0.026245,0.011701,0.538533,0.012105,0.025756,0.037839
inv,44197,44642,44197,44642,0.012625,0.542997,0.012027,0.026095,0.011827,0.536176,0.012526,0.027172,0.038325
inv,44197,44642,44197,44642,0.012400,0.540452,0.013677,0.039146,0.013429,0.557482,0.012621,0.026275,0.037001
inv,44197,44642,44197,44642,0.012526,0.550429,0.013146,0.030733,0.014247,0.548516,0.011896,0.026710,0.036497
inv,44197,44642,44197,44642,0.012058,0.552344,0.013000,0.026933,0.012401,0.539826,0.011822,0.026260,0.038029
inv,44197,44642,44197,44642,0.012315,0.548941,0.012199,0.025490,0.011843,0.532148,0.012674,0.025339,0.037997
inv,44197,44642,44197,44642,0.013440,0.538797,0.012109,0.025682,0.012581,0.544601,0.012749,0.025717,0.036208
inv,44197,44642,44197,44642,0.013271,0.541775,0.012463,0.026018,0.012544,0.546776,0.012922,0.025956,0.038029
inv,44197,44642,44197,44642,0.013000,0.554288,0.013812,0.029756,0.013934,0.558269,0.011884,0.025969,0.035611
inv,44197,44642,44197,44642,0.011753,0.539436,0.012829,0.025791,0.011678,0.542894,0.012908,0.025869,0.037964
inv,44197,44642,44197,44642,0.012636,0.547311,0.014170,0.028461,0.013292,0.556774,0.015046,0.030976,0.039181
inv,44197,44642,44197,44642,0.013535,0.548721,0.012152,0.025619,0.012062,0.549653,0.013891,0.029151,0.038005
inv,44197,44642,44197,44642,0.012267,0.559345,0.012499,0.026564,0.012517,0.546867,0.012196,0.028034,0.038044
inv,44197,44642,44197,44642,0.012597,0.539860,0.011994,0.025594,0.011932,0.541078,0.012276,0.025932,0.037911
inv,44197,44642,44197,44642,0.014004,0.548531,0.011972,0.025981,0.011924,0.539695,0.012226,0.025936,0.037835
inv,44197,44642,44197,44642,0.012885,0.532411,0.012106,0.025521,0.011821,0.535124,0.011956,0.025589,0.037008
inv,44197,44642,44197,44642,0.011915,0.531140,0.012136,0.025729,0.012573,0.532613,0.012389,0.026412,0.037488
inv,44197,44642,44197,44642,0.012088,0.533493,0.012118,0.027178,0.011991,0.535240,0.012107,0.026157,0.036309
inv,44197,44642,44197,44642,0.012090,0.536824,0.012166,0.026211,0.011873,0.544663,0.012561,0.026724,0.038258
inv,44197,44642,44197,44642,0.012218,0.533407,0.012202,0.025517,0.011791,0.533381,0.011921,0.025607,0.035833
inv,44197,44642,44197,44642,0.011783,0.534288,0.012046,0.025560,0.011744,0.532275,0.012014,0.025766,0.035992
inv,44197,44642,44197,44642,0.011689,0.534453,0.011876,0.026560,0.012255,0.531570,0.011886,0.025682,0.036154
inv,44197,44642,44197,44642,0.011914,0.535662,0.012131,0.025416,0.011870,0.548163,0.012853,0.026454,0.038535
inv,44197,44642,44197,44642,0.012020,0.535546,0.012171,0.026190,0.012569,0.544173,0.013116,0.027086,0.037098
inv,44197,44642,44197,44642,0.013083,0.557636,0.012276,0.025550,0.011798,0.538861,0.014180,0.025828,0.035794
inv,44197,44642,44197,44642,0.011741,0.543770,0.012356,0.025973,0.012334,0.535401,0.012818,0.027038,0.037024
inv,44197,44642,44197,44642,0.012534,0.542004,0.013662,0.027098,0.012060,0.553346,0.012483,0.026041,0.037403
inv,44197,44642,44197,44642,0.013016,0.552133,0.012295,0.026823,0.012878,0.549361,0.011887,0.031825,0.039136
inv,44197,44642,44197,44642,0.012260,0.541661,0.013315,0.025951,0.012426,0.548092,0.012009,0.028503,0.043135
inv,44197,44642,44197,44642,0.012920,0.550053,0.014358,0.025414,0.011948,0.537580,0.012612,0.032301,0.036468
inv,44197,44642,44197,44642,0.012113,0.537307,0.012149,0.026286,0.012386,0.547907,0.011993,0.027000,0.036750
inv,44197,44642,44197,44642,0.012165,0.532784,0.012132,0.025314,0.011831,0.532369,0.012129,0.025375,0.036197
inv,44197,44642,44197,44642,0.012068,0.545908,0.012122,0.025338,0.012057,0.540542,0.012210,0.026866,0.036275
inv,44197,44642,44197,44642,0.013020,0.549028,0.014359,0.026493,0.012164,0.547139,0.013277,0.031782,0.039470
inv,44197,44642,44197,44642,0.012195,0.553769,0.012978,0.026274,0.011933,0.554522,0.012004,0.026173,0.039051
inv,44197,44642,44197,44642,0.012248,0.552337,0.015858,0.038653,0.012280,0.537301,0.011966,0.026633,0.035757
inv,44197,44642,44197,44642,0.013605,0.543957,0.012141,0.025744,0.012568,0.532149,0.012404,0.025770,0.036301
inv,44197,44642,44197,44642,0.012132,0.531570,0.012158,0.025865,0.012452,0.531623,0.011993,0.025526,0.038413
inv,44197,44642,44197,44642,0.014087,0.536676,0.012184,0.026503,0.011903,0.535393,0.012929,0.026330,0.035842
inv,44197,44642,44197,44642,0.011768,0.550159,0.012131,0.026756,0.013088,0.558301,0.013290,0.026907,0.037454
inv,44197,44642,44197,44642,0.011984,0.558742,0.012765,0.026140,0.011749,0.533671,0.012142,0.026620,0.035640
inv,44197,44642,44197,44642,0.011859,0.533075,0.012270,0.028313,0.012117,0.538818,0.012060,0.025456,0.036442
inv,44197,44642,44197,44642,0.011906,0.536698,0.012450,0.027079,0.012898,0.559635,0.012175,0.028229,0.038065
inv,44197,44642,44197,44642,0.012225,0.546375,0.012214,0.025557,0.011863,0.560454,0.012224,0.027322,0.039126
inv,44197,44642,44197,44642,0.012886,0.540861,0.012157,0.026323,0.012361,0.531575,0.012134,0.026206,0.036643
inv,44197,44642,44197,44642,0.011853,0.532523,0.012114,0.026284,0.011836,0.542193,0.012332,0.027934,0.038898
inv,44197,44642,44197,44642,0.012215,0.566313,0.012634,0.025771,0.011985,0.545092,0.012025,0.025565,0.038152
inv,44197,44642,44197,44642,0.012488,0.537346,0.012580,0.025443,0.012057,0.534528,0.011991,0.025463,0.035879
inv,44197,44642,44197,44642,0.011755,0.546199,0.012055,0.025489,0.011660,0.544120,0.012797,0.025924,0.039172
inv,44197,44642,44197,44642,0.012911,0.538552,0.013203,0.026539,0.012618,0.551901,0.011855,0.026105,0.037565
inv,44197,44642,44197,44642,0.015964,0.539141,0.012548,0.029099,0.013691,0.542666,0.012262,0.025378,0.035722
inv,44197,44642,44197,44642,0.011770,0.540074,0.012490,0.026182,0.012085,0.536027,0.012124,0.026268,0.037199
inv,44197,44642,44197,44642,0.012572,0.552722,0.013850,0.032316,0.013506,0.536617,0.011912,0.026036,0.036091
inv,44197,44642,44197,44642,0.011983,0.547571,0.012227,0.025423,0.011828,0.536418,0.012022,0.026511,0.036553
inv,44197,44642,44197,44642,0.011847,0.534564,0.013295,0.029912,0.013361,0.545500,0.012358,0.027563,0.041714
inv,44197,44642,44197,44642,0.012784,0.554099,0.014311,0.031242,0.013501,0.542625,0.012558,0.027317,0.039202
inv,44197,44642,44197,44642,0.012858,0.551734,0.012777,0.026034,0.012126,0.552404,0.013148,0.027488,0.038864
inv,44197,44642,44197,44642,0.012570,0.559480,0.015220,0.031637,0.014214,0.551201,0.012124,0.027425,0.038345
str,48781,49076,48781,49076,0.012126,0.045140,0.013816,0.028519,0.015368,0.044821,0.013676,0.029600,0.038795
str,48781,49076,48781,49076,0.014783,0.044785,0.013906,0.028982,0.015887,0.051369,0.016579,0.033987,0.044703
str,48781,49076,48781,49076,0.015505,0.047519,0.015265,0.032081,0.016299,0.051474,0.015515,0.029499,0.039088
str,48781,49076,48781,49076,0.014969,0.045220,0.014202,0.029459,0.014972,0.047722,0.013904,0.029446,0.039685
str,48781,49076,48781,49076,0.014709,0.048106,0.014623,0.028884,0.013817,0.045991,0.013820,0.027958,0.037003
str,48781,49076,48781,49076,0.013620,0.045081,0.014677,0.031110,0.014943,0.048112,0.015141,0.033120,0.040318
str,48781,49076,48781,49076,0.015178,0.046404,0.015749,0.034145,0.015474,0.048184,0.016007,0.031362,0.041997
str,48781,49076,48781,49076,0.016479,0.044731,0.014294,0.030210,0.014508,0.048232,0.015468,0.036169,0.045721
str,48781,49076,48781,49076,0.016979,0.046590,0.014494,0.029047,0.014363,0.047949,0.015013,0.031541,0.039993
str,48781,49076,48781,49076,0.015531,0.048280,0.015617,0.029453,0.015280,0.049557,0.015218,0.030187,0.039141
str,48781,49076,48781,49076,0.014049,0.045066,0.014333,0.030414,0.014172,0.045926,0.014555,0.030070,0.038379
str,48781,49076,48781,49076,0.015459,0.043890,0.013989,0.029157,0.013858,0.045285,0.014708,0.028888,0.038255
str,48781,49076,48781,49076,0.013695,0.044601,0.015914,0.029228,0.013953,0.044388,0.013764,0.028838,0.040238
str,48781,49076,48781,49076,0.014231,0.045015,0.013821,0.031226,0.013930,0.047880,0.015897,0.032706,0.040290
str,48781,49076,48781,49076,0.015201,0.045954,0.014730,0.030630,0.014702,0.048560,0.014707,0.029101,0.040317
str,48781,49076,48781,49076,0.014264,0.044264,0.016680,0.029736,0.014765,0.046880,0.014061,0.030729,0.041495
str,48781,49076,48781,49076,0.014780,0.046152,0.015120,0.030354,0.014405,0.045367,0.014469,0.030076,0.038624
str,48781,49076,48781,49076,0.014840,0.045963,0.014339,0.030845,0.014582,0.047490,0.014992,0.030738,0.038251
str,48781,49076,48781,49076,0.013927,0.048740,0.014996,0.030203,0.016922,0.050306,0.015465,0.030228,0.038992
str,48781,49076,48781,49076,0.014670,0.045005,0.013825,0.028089,0.014493,0.049529,0.016500,0.029929,0.039017
str,48781,49076,48781,49076,0.014551,0.045647,0.015040,0.030708,0.014720,0.044926,0.013968,0.028865,0.037088
str,48781,49076,48781,49076,0.013665,0.044180,0.013743,0.028704,0.013994,0.044410,0.014183,0.029341,0.037348
str,48781,49076,48781,49076,0.013756,0.045026,0.015378,0.030412,0.016209,0.048306,0.015821,0.031757,0.040623
str,48781,49076,48781,49076,0.015346,0.044457,0.013996,0.029228,0.014806,0.046343,0.014311,0.030098,0.039799
str,48781,49076,48781,49076,0.015062,0.046155,0.015052,0.028605,0.014993,0.044919,0.013842,0.029311,0.037867
str,48781,49076,48781,49076,0.014554,0.043981,0.013709,0.028838,0.013774,0.047679,0.015495,0.029477,0.038827
str,48781,49076,48781,49076,0.015333,0.047126,0.015185,0.031544,0.014793,0.046709,0.014364,0.030607,0.038403
str,48781,49076,48781,49076,0.013850,0.045803,0.014441,0.030729,0.014480,0.046751,0.014497,0.030035,0.040428
str,48781,49076,48781,49076,0.014926,0.046525,0.014596,0.030145,0.013630,0.044653,0.014392,0.030323,0.039472
str,48781,49076,48781,49076,0.015150,0.046792,0.014979,0.031035,0.015528,0.052646,0.014928,0.030721,0.039381
str,48781,49076,48781,49076,0.014372,0.045775,0.015044,0.028818,0.014582,0.045082,0.013809,0.028215,0.038022
str,48781,49076,48781,49076,0.013954,0.043435,0.014260,0.030893,0.014459,0.045261,0.013673,0.028849,0.037596
str,48781,49076,48781,49076,0.013830,0.043742,0.013804,0.029218,0.014034,0.044229,0.013851,0.029281,0.037764
str,48781,49076,48781,49076,0.014214,0.043919,0.013772,0.028840,0.014471,0.047744,0.016092,0.034679,0.071307
str,48781,49076,48781,49076,0.016144,0.070795,0.023453,0.036429,0.016580,0.051120,0.015168,0.030376,0.039537
str,48781,49076,48781,49076,0.015556,0.068226,0.016683,0.035080,0.015743,0.050973,0.014300,0.029126,0.040650
str,48781,49076,48781,49076,0.016046,0.053716,0.016594,0.034999,0.021431,0.064164,0.014249,0.028248,0.046485
str,48781,49076,48781,49076,0.022809,0.051916,0.013807,0.030124,0.013855,0.044033,0.013655,0.028435,0.037177
str,48781,49076,48781,49076,0.013874,0.053724,0.017337,0.032672,0.015349,0.054392,0.017511,0.032661,0.041462
str,48781,49076,48781,49076,0.015044,0.048709,0.014593,0.052728,0.016480,0.046408,0.013599,0.030945,0.037153
str,48781,49076,48781,49076,0.013576,0.049723,0.013994,0.028649,0.013616,0.044143,0.015431,0.029277,0.037013
str,48781,49076,48781,49076,0.015265,0.046501,0.013545,0.027987,0.013590,0.044505,0.013811,0.028287,0.037071
str,48781,49076,48781,49076,0.013693,0.044254,0.013694,0.029337,0.014141,0.045087,0.013667,0.028166,0.036541
str,48781,49076,48781,49076,0.013492,0.042882,0.013547,0.027848,0.013520,0.043380,0.013344,0.028051,0.038120
str,48781,49076,48781,49076,0.014526,0.052577,0.018066,0.045540,0.016147,0.047223,0.014302,0.030616,0.040196
str,48781,49076,48781,49076,0.014526,0.044638,0.014823,0.029681,0.014542,0.060038,0.016318,0.034883,0.043697
str,48781,49076,48781,49076,0.016242,0.046113,0.014863,0.029926,0.015430,0.048225,0.015285,0.032834,0.044143
str,48781,49076,48781,49076,0.017051,0.052793,0.015579,0.031790,0.016604,0.050921,0.016486,0.030394,0.039920
str,48781,49076,48781,49076,0.015335,0.046113,0.015295,0.030384,0.013910,0.046398,0.014219,0.029486,0.037545
str,48781,49076,48781,49076,0.013880,0.044949,0.014424,0.029063,0.013895,0.046521,0.013878,0.030646,0.037295
str,48781,49076,48781,49076,0.013607,0.046608,0.013917,0.030348,0.015408,0.049385,0.014173,0.030454,0.040105
str,48781,49076,48781,49076,0.014726,0.047758,0.015251,0.029473,0.013902,0.044525,0.014168,0.029080,0.040170
str,48781,49076,48781,49076,0.015326,0.046111,0.014934,0.032424,0.016096,0.046290,0.013944,0.030025,0.039466
str,48781,49076,48781,49076,0.015122,0.043689,0.013591,0.028316,0.013748,0.045701,0.014753,0.033124,0.040714
str,48781,49076,48781,49076,0.015286,0.046045,0.015735,0.031650,0.014864,0.049090,0.015788,0.030928,0.037236
str,48781,49076,48781,49076,0.014447,0.044825,0.015532,0.029668,0.015056,0.045916,0.015167,0.030430,0.038270
str,48781,49076,48781,49076,0.014884,0.047021,0.015384,0.031937,0.015148,0.046504,0.015163,0.029558,0.037806
str,48781,49076,48781,49076,0.014873,0.045744,0.015360,0.030655,0.015147,0.046625,0.014839,0.029431,0.041357
str,48781,49076,48781,49076,0.015012,0.044341,0.014394,0.028764,0.013664,0.043982,0.015060,0.029140,0.038159
str,48781,49076,48781,49076,0.015702,0.044359,0.015366,0.029631,0.014751,0.046350,0.014392,0.029747,0.038600
str,48781,49076,48781,49076,0.013813,0.045376,0.014081,0.029835,0.014263,0.045786,0.013980,0.030536,0.039541
str,48781,49076,48781,49076,0.014362,0.046198,0.015694,0.030290,0.015118,0.045720,0.014399,0.032125,0.039906
str,48781,49076,48781,49076,0.015343,0.047846,0.015361,0.030435,0.014476,0.046063,0.015551,0.028613,0.038929
str,48781,49076,48781,49076,0.014736,0.043710,0.013900,0.029111,0.013811,0.043675,0.013733,0.035729,0.038417
str,48781,49076,48781,49076,0.013888,0.044177,0.014741,0.030200,0.014887,0.046922,0.014569,0.028703,0.039268
str,48781,49076,48781,49076,0.015187,0.045066,0.014339,0.029216,0.014493,0.045886,0.014185,0.031210,0.038285
str,48781,49076,48781,49076,0.013992,0.045525,0.013890,0.029527,0.014394,0.044987,0.013643,0.028547,0.036882
str,48781,49076,48781,49076,0.013696,0.043567,0.014583,0.028547,0.013618,0.049179,0.014784,0.033230,0.041357
str,48781,49076,48781,49076,0.014161,0.045352,0.013960,0.030005,0.014513,0.046074,0.014030,0.030094,0.038350
str,48781,49076,48781,49076,0.014121,0.043012,0.013707,0.032311,0.015400,0.046564,0.015820,0.030679,0.040289
str,48781,49076,48781,49076,0.015921,0.046439,0.013963,0.029171,0.014743,0.045073,0.013736,0.029022,0.037992
str,48781,49076,48781,49076,0.015787,0.046842,0.015478,0.028583,0.014543,0.044739,0.013787,0.028743,0.036711
str,48781,49076,48781,49076,0.013586,0.044742,0.014186,0.028350,0.013783,0.044026,0.013458,0.028436,0.037791
str,48781,49076,48781,49076,0.013693,0.045262,0.013900,0.030113,0.014162,0.046857,0.016061,0.030748,0.039659
str,48781,49076,48781,49076,0.014212,0.046476,0.013955,0.030237,0.014243,0.046603,0.013883,0.039598,0.040327
str,48781,49076,48781,49076,0.015347,0.045969,0.013854,0.031467,0.015865,0.047211,0.014820,0.030474,0.038975
str,48781,49076,48781,49076,0.015557,0.049893,0.014215,0.030484,0.015286,0.045152,0.013918,0.029020,0.037496
str,48781,49076,48781,49076,0.013998,0.044153,0.017566,0.030593,0.015174,0.047557,0.013892,0.029770,0.038484
str,48781,49076,48781,49076,0.014677,0.045140,0.014063,0.029054,0.015781,0.047260,0.014114,0.028919,0.037189
str,48781,49076,48781,49076,0.015580,0.046738,0.014981,0.028883,0.013851,0.045550,0.014229,0.031633,0.038466
str,48781,49076,48781,49076,0.014010,0.043274,0.013836,0.028145,0.013664,0.043982,0.013933,0.028186,0.036689
str,48781,49076,48781,49076,0.013656,0.043059,0.014058,0.028252,0.014450,0.049414,0.014689,0.030043,0.041663
str,48781,49076,48781,49076,0.014076,0.046048,0.013803,0.030214,0.013744,0.043913,0.013733,0.028443,0.036762
str,48781,49076,48781,49076,0.013466,0.043601,0.014789,0.029229,0.014426,0.045983,0.014847,0.030518,0.039373
str,48781,49076,48781,49076,0.015501,0.046911,0.014593,0.028646,0.013960,0.044599,0.014752,0.029584,0.038398
str,48781,49076,48781,49076,0.014056,0.043741,0.015497,0.029076,0.014261,0.052208,0.016211,0.030153,0.038614
str,48781,49076,48781,49076,0.014266,0.044260,0.013865,0.029296,0.014678,0.045210,0.013740,0.029168,0.037500
str,48781,49076,48781,49076,0.013704,0.049246,0.018369,0.030988,0.014588,0.044059,0.016686,0.029968,0.039451
str,48781,49076,48781,49076,0.014112,0.049144,0.014963,0.029360,0.014576,0.045507,0.013731,0.028780,0.036936
str,48781,49076,48781,49076,0.014676,0.044192,0.013953,0.029617,0.014891,0.045911,0.014719,0.028968,0.039050
str,48781,49076,48781,49076,0.014482,0.045461,0.016433,0.030209,0.015119,0.045944,0.014220,0.028407,0.040286
str,48781,49076,48781,49076,0.014244,0.045689,0.014206,0.029262,0.014545,0.046736,0.014028,0.028702,0.037270
str,48781,49076,48781,49076,0.013806,0.044734,0.014030,0.028384,0.013602,0.043957,0.013682,0.028700,0.037788
str,48781,49076,48781,49076,0.013893,0.043760,0.013756,0.028465,0.015595,0.047309,0.014798,0.030681,0.038553
str,48781,49076,48781,49076,0.013811,0.043911,0.013845,0.028295,0.013681,0.043839,0.013843,0.028089,0.037232
str,48781,49076,48781,49076,0.014345,0.048938,0.015830,0.032265,0.014703,0.054224,0.016872,0.033647,0.040467
str,48781,49076,48781,49076,0.015333,0.047973,0.014679,0.030501,0.014188,0.044411,0.013874,0.028211,0.039578
str,48781,49076,48781,49076,0.014647,0.046789,0.014150,0.031682,0.014394,0.047018,0.013783,0.029030,0.037550
str,48781,49076,48781,49076,0.014043,0.045390,0.014030,0.029539,0.013741,0.046447,0.013959,0.030038,0.038685
str,48781,49076,48781,49076,0.014848,0.047574,0.014111,0.030764,0.013725,0.044905,0.014069,0.029718,0.037899
weak,46250,46526,46250,46526,0.010227,0.058356,0.013836,0.028768,0.013134,0.059422,0.012811,0.028315,0.038607
weak,46250,46526,46250,46526,0.012980,0.059486,0.012847,0.027093,0.012687,0.057331,0.012525,0.027459,0.035687
weak,46250,46526,46250,46526,0.012437,0.057455,0.012446,0.028063,0.014031,0.060817,0.012694,0.029508,0.038762
weak,46250,46526,46250,46526,0.012671,0.058999,0.012847,0.028554,0.012893,0.058405,0.012601,0.032914,0.036318
weak,46250,46526,46250,46526,0.012731,0.058838,0.013873,0.030107,0.014303,0.063147,0.014285,0.031927,0.038448
weak,46250,46526,46250,46526,0.013286,0.061168,0.013989,0.029561,0.013654,0.060533,0.013940,0.028831,0.037440
weak,46250,46526,46250,46526,0.013015,0.059991,0.014324,0.029849,0.013491,0.059935,0.014676,0.029708,0.036559
weak,46250,46526,46250,46526,0.013064,0.066007,0.014252,0.029520,0.015629,0.062014,0.012794,0.029098,0.037359
weak,46250,46526,46250,46526,0.013074,0.061212,0.014182,0.029336,0.013366,0.060873,0.012614,0.028647,0.038672
weak,46250,46526,46250,46526,0.013407,0.059463,0.012941,0.027685,0.013441,0.060842,0.013657,0.029192,0.036332
weak,46250,46526,46250,46526,0.012899,0.058147,0.012832,0.028265,0.012627,0.059541,0.012916,0.031632,0.038760
weak,46250,46526,46250,46526,0.013225,0.059136,0.012631,0.027428,0.012602,0.057297,0.012826,0.027546,0.037976
weak,46250,46526,46250,46526,0.013449,0.058330,0.012881,0.028387,0.012881,0.059630,0.013129,0.027519,0.036321
weak,46250,46526,46250,46526,0.013199,0.058435,0.012607,0.027306,0.012570,0.058588,0.013199,0.029118,0.037024
weak,46250,46526,46250,46526,0.012851,0.059882,0.012708,0.029114,0.013004,0.060257,0.012742,0.029422,0.039817
weak,46250,46526,46250,46526,0.013358,0.058620,0.013163,0.029674,0.013274,0.060670,0.012855,0.028529,0.036226
weak,46250,46526,46250,46526,0.012851,0.060085,0.015019,0.029883,0.014724,0.063305,0.014005,0.029806,0.040743
weak,46250,46526,46250,46526,0.014280,0.064695,0.013866,0.028349,0.013516,0.058292,0.012879,0.027906,0.036127
weak,46250,46526,46250,46526,0.012599,0.057826,0.012812,0.027907,0.012818,0.059382,0.012906,0.028792,0.037549
weak,46250,46526,46250,46526,0.013629,0.060569,0.013488,0.028714,0.013421,0.063295,0.015386,0.032043,0.049596
weak,46250,46526,46250,46526,0.014741,0.070167,0.014075,0.029281,0.013412,0.059596,0.013369,0.029202,0.037013
weak,46250,46526,46250,46526,0.013398,0.062371,0.014256,0.029070,0.012495,0.058090,0.013598,0.029072,0.038063
weak,46250,46526,46250,46526,0.013425,0.062060,0.014187,0.031125,0.013715,0.060835,0.015151,0.031519,0.038910
weak,46250,46526,46250,46526,0.014035,0.060622,0.013497,0.029304,0.013639,0.059202,0.012984,0.028246,0.036715
weak,46250,46526,46250,46526,0.014000,0.060431,0.013350,0.028429,0.013038,0.059493,0.012698,0.028694,0.037116
weak,46250,46526,46250,46526,0.013025,0.062404,0.014471,0.030818,0.013720,0.069410,0.015382,0.031740,0.041100
weak,46250,46526,46250,46526,0.014368,0.066529,0.015930,0.038142,0.015737,0.065144,0.014578,0.028359,0.040001
weak,46250,46526,46250,46526,0.015690,0.064902,0.013250,0.028523,0.013214,0.059860,0.013300,0.028601,0.037542
weak,46250,46526,46250,46526,0.012997,0.059318,0.013138,0.027536,0.013034,0.057777,0.012839,0.027273,0.038134
weak,46250,46526,46250,46526,0.012626,0.057706,0.012788,0.028496,0.012916,0.059539,0.013856,0.028984,0.037232
weak,46250,46526,46250,46526,0.012635,0.059228,0.014766,0.027783,0.012564,0.060319,0.014290,0.029187,0.037873
weak,46250,46526,46250,46526,0.013145,0.058305,0.014097,0.029946,0.014070,0.062436,0.015803,0.035244,0.039122
weak,46250,46526,46250,46526,0.014544,0.068451,0.015107,0.031224,0.013198,0.058430,0.012793,0.028210,0.037791
weak,46250,46526,46250,46526,0.013030,0.060865,0.014081,0.029223,0.014965,0.060770,0.013443,0.029519,0.037204
weak,46250,46526,46250,46526,0.012837,0.058932,0.012923,0.028264,0.013213,0.058408,0.012857,0.028261,0.037904
weak,46250,46526,46250,46526,0.014068,0.063241,0.014020,0.029759,0.013841,0.061602,0.014328,0.030401,0.038817
weak,46250,46526,46250,46526,0.013537,0.061236,0.012859,0.028077,0.012799,0.060917,0.013418,0.029974,0.039060
weak,46250,46526,46250,46526,0.013897,0.061901,0.015176,0.030409,0.014109,0.063957,0.014590,0.030717,0.041043
weak,46250,46526,46250,46526,0.014677,0.059459,0.014029,0.028140,0.013912,0.061852,0.014015,0.029057,0.040635
weak,46250,46526,46250,46526,0.014773,0.063325,0.014108,0.028637,0.013555,0.060950,0.012834,0.027648,0.038773
weak,46250,46526,46250,46526,0.013750,0.063564,0.014033,0.030234,0.013918,0.062264,0.013773,0.031040,0.037356
weak,46250,46526,46250,46526,0.012986,0.059267,0.012990,0.029379,0.013472,0.058094,0.013240,0.028783,0.037698
weak,46250,46526,46250,46526,0.013699,0.058569,0.013448,0.028697,0.012941,0.057224,0.012434,0.027279,0.036307
weak,46250,46526,46250,46526,0.013200,0.061378,0.013940,0.031391,0.015996,0.065827,0.014768,0.031272,0.043331
weak,46250,46526,46250,46526,0.014197,0.069256,0.015447,0.030815,0.014384,0.064891,0.014152,0.029721,0.037946
weak,46250,46526,46250,46526,0.013936,0.059812,0.012840,0.027442,0.012568,0.059279,0.013317,0.027526,0.035870
weak,46250,46526,46250,46526,0.012534,0.058397,0.012932,0.027167,0.012566,0.057616,0.012757,0.027808,0.036315
weak,46250,46526,46250,46526,0.012726,0.062637,0.014749,0.031149,0.014603,0.063967,0.013831,0.031762,0.039883
weak,46250,46526,46250,46526,0.013947,0.061255,0.012852,0.029637,0.014388,0.062167,0.014701,0.029658,0.040642
weak,46250,46526,46250,46526,0.013514,0.058086,0.013054,0.028307,0.013613,0.063997,0.015015,0.029180,0.039542
weak,46250,46526,46250,46526,0.014103,0.061080,0.012888,0.027889,0.012763,0.058283,0.012813,0.027479,0.036774
weak,46250,46526,46250,46526,0.013546,0.071226,0.015779,0.031539,0.013688,0.060529,0.014918,0.031914,0.041237
weak,46250,46526,46250,46526,0.013868,0.061851,0.013494,0.028579,0.012857,0.059502,0.012789,0.027997,0.036485
weak,46250,46526,46250,46526,0.012749,0.058913,0.013621,0.028753,0.013509,0.060803,0.013359,0.027795,0.036319
weak,46250,46526,46250,46526,0.012657,0.058011,0.012589,0.027288,0.012746,0.058201,0.012891,0.027568,0.037652
weak,46250,46526,46250,46526,0.013947,0.065712,0.013805,0.033009,0.014612,0.061832,0.013445,0.030447,0.039495
weak,46250,46526,46250,46526,0.015835,0.090666,0.017393,0.044529,0.013845,0.060492,0.013870,0.030227,0.037607
