type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,986,991,0.322630,0.201407
almost,1001,1001,986,991,0.329629,0.196989
inv,1001,1001,833,837,0.390239,0.249829
str,1001,1001,990,995,0.331515,0.204043
weak,1001,1001,986,991,0.317589,0.202702
