type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,993,996,0.746492,0.458364
almost,1001,1001,993,996,0.749981,0.456247
inv,1001,1001,858,859,0.869340,0.552407
str,1001,1001,996,996,0.722487,0.445484
weak,1001,1001,993,996,0.730106,0.448155
