type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,985,991,0.205667,0.121038
almost,1000,1001,1001,985,991,0.198282,0.121117
inv,1000,1001,1001,823,829,0.255536,0.165309
str,1000,1001,1001,989,995,0.205488,0.127968
weak,1000,1001,1001,985,991,0.196117,0.120498
