type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,994,997,0.789949,0.488903
almost,1001,1001,994,997,0.779802,0.479358
inv,1001,1001,858,860,0.932475,0.588767
str,1001,1001,996,996,0.767220,0.475401
weak,1001,1001,994,997,0.755822,0.473668
