type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,997,997,1.140210,0.760221
almost,1001,1001,997,997,1.124707,0.724441
inv,1001,1001,864,866,1.359464,0.863182
str,1001,1001,997,1000,1.113572,0.704031
weak,1001,1001,997,997,1.113964,0.704603
