type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,986,991,0.284216,0.179653
almost,1001,1001,986,991,0.328623,0.175382
inv,1001,1001,829,832,0.347788,0.218707
str,1001,1001,990,995,0.287684,0.182266
weak,1001,1001,986,991,0.288582,0.182735
