type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,985,991,0.217704,0.128279
almost,1000,1001,1001,985,991,0.208349,0.129960
inv,1000,1001,1001,824,830,0.267436,0.167289
str,1000,1001,1001,989,995,0.216360,0.135400
weak,1000,1001,1001,985,991,0.209007,0.129197
