type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,988,992,0.399268,0.237561
almost,1001,1001,988,992,0.421868,0.237488
inv,1001,1001,837,839,0.460466,0.288654
str,1001,1001,990,995,0.389697,0.238804
weak,1001,1001,988,992,0.374335,0.233675
