type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,38,38,0.000186,0.000163
almost,1000,1001,1001,38,38,0.000174,0.000107
inv,1000,1001,1001,43,27,0.000181,0.000096
str,1000,1001,1001,86,45,0.000141,0.000101
weak,1000,1001,1001,38,38,0.000175,0.000127
