type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,993,996,0.632258,0.396788
almost,1001,1001,993,996,0.618291,0.406629
inv,1001,1001,849,854,0.770175,0.483898
str,1001,1001,993,996,0.633280,0.395920
weak,1001,1001,993,996,0.616275,0.382737
