typename,time_original,time_columOpt_prealloc,time_columOpt_prealloc_V1,time_fminknap,resOpt_v1,resOpt,resFmin
uncorr,0.000000,0.055206,0.048435,0.000006,194233.550380,194233.550380,194233.550380
uncorr,0.000001,0.057166,0.048851,0.000005,214222.555907,214222.555907,214222.555907
uncorr,0.000001,0.053646,0.048809,0.000009,176913.230924,176913.230924,176913.230924
uncorr,0.000000,0.053704,0.049554,0.000008,163148.758236,163148.758236,163148.758236
uncorr,0.000000,0.053660,0.048367,0.000007,158610.355799,158610.355799,158610.355799
uncorr,0.000000,0.054082,0.048143,0.000010,136782.962115,136782.962115,136782.962115
uncorr,0.000001,0.055321,0.048458,0.000006,183208.967028,183208.967028,183208.967028
uncorr,0.000000,0.053744,0.048509,0.000005,164403.571121,164403.571121,164403.571121
uncorr,0.000001,0.053718,0.049991,0.000006,159408.020520,159408.020520,159408.020520
uncorr,0.000000,0.055369,0.049274,0.000006,166888.282166,166888.282166,166888.282166
uncorr,0.000001,0.058992,0.048714,0.000006,150202.253555,150202.253555,150202.253555
uncorr,0.000000,0.054640,0.048451,0.000005,163625.721415,163625.721415,163625.721415
uncorr,0.000000,0.053920,0.048211,0.000004,173666.451949,173666.451949,173666.451949
uncorr,0.000000,0.053483,0.049477,0.000005,192422.076023,192422.076023,192422.076023
uncorr,0.000000,0.053703,0.049526,0.000006,148090.262787,148090.262787,148090.262787
uncorr,0.000000,0.054573,0.048728,0.000007,125344.918046,125344.918046,125344.918046
uncorr,0.000000,0.054205,0.049844,0.000008,171508.742920,171508.742920,171508.742920
uncorr,0.000000,0.054120,0.048289,0.000009,155624.689928,155624.689928,155624.689928
uncorr,0.000000,0.054184,0.048652,0.000006,148331.644411,148331.644411,148331.644411
uncorr,0.000000,0.054421,0.049295,0.000005,167628.796697,167628.796697,167628.796697
uncorr,0.000000,0.054146,0.049003,0.000009,164944.653460,164944.653460,164944.653460
uncorr,0.000000,0.054353,0.048644,0.000005,138780.566662,138780.566662,138780.566662
uncorr,0.000000,0.054182,0.048357,0.000005,141150.614114,141150.614114,141150.614114
uncorr,0.000000,0.053711,0.048084,0.000009,204696.824958,204696.824958,204696.824958
uncorr,0.000000,0.054308,0.048445,0.000005,170064.241541,170064.241541,170064.241541
uncorr,0.000001,0.054240,0.048320,0.000006,179397.272820,179397.272820,179397.272820
uncorr,0.000000,0.053517,0.048125,0.000006,183280.819122,183280.819122,183280.819122
uncorr,0.000001,0.054375,0.048170,0.000007,129024.488176,129024.488176,129024.488176
uncorr,0.000001,0.053551,0.048395,0.000006,152044.819086,152044.819086,152044.819086
uncorr,0.000000,0.053604,0.048345,0.000008,169134.134016,169134.134016,169134.134016
uncorr,0.000000,0.053429,0.048205,0.000009,138610.664890,138610.664890,138610.664890
uncorr,0.000000,0.053615,0.048150,0.000009,142741.787174,142741.787174,142741.787174
uncorr,0.000000,0.053524,0.048006,0.000009,203152.645114,203152.645114,203152.645114
uncorr,0.000000,0.054037,0.048222,0.000008,155921.795534,155921.795534,155921.795534
uncorr,0.000000,0.053586,0.048291,0.000008,151370.393216,151370.393216,151370.393216
uncorr,0.000000,0.053687,0.048156,0.000006,187619.627472,187619.627472,187619.627472
uncorr,0.000000,0.053430,0.048223,0.000009,138648.061897,138648.061897,138648.061897
uncorr,0.000000,0.053465,0.048298,0.000005,165821.467374,165821.467374,165821.467374
uncorr,0.000000,0.053815,0.048185,0.000010,149181.895591,149181.895591,149181.895591
uncorr,0.000000,0.053627,0.048089,0.000006,121504.986374,121504.986374,121504.986374
uncorr,0.000000,0.053563,0.048027,0.000006,152136.416522,152136.416522,152136.416522
uncorr,0.000000,0.053468,0.048222,0.000008,127614.745587,127614.745587,127614.745587
uncorr,0.000000,0.054348,0.048217,0.000007,159284.170286,159284.170286,159284.170286
uncorr,0.000001,0.054551,0.053897,0.000008,125046.050915,125046.050915,125046.050915
uncorr,0.000000,0.062542,0.054697,0.000007,123211.353439,123211.353439,123211.353439
uncorr,0.000000,0.057465,0.055179,0.000022,145932.381506,145932.381506,145932.381506
uncorr,0.000000,0.054486,0.049354,0.000005,191211.201159,191211.201159,191211.201159
uncorr,0.000000,0.054748,0.050292,0.000008,140527.712635,140527.712635,140527.712635
uncorr,0.000000,0.055874,0.050943,0.000006,160735.551484,160735.551484,160735.551484
uncorr,0.000000,0.057335,0.050590,0.000009,112713.046930,112713.046930,112713.046930
uncorr,0.000000,0.058645,0.051243,0.000009,154313.434561,154313.434561,154313.434561
