typename,time_original,time_columOpt_prealloc,time_columOpt_prealloc_V1,time_ks2_v1_nocol_noalloc,time_ks2_v1_allocation,time_ks2_allocation,time_ks2_v1_allocation,time_ks2_allocation,time_ks2_v1_allocation,time_ks2_allocation,time_fminknap,resOpt_v1,resOpt,resFmin
s_div: 19974, s_cut: 17855
almost,0.000000,0.556785,0.027727,0.000000,0.007946,0.011212,0.007946,0.011212,0.007946,0.011212,0.000011,422769.521532,46398.600447,47888.626091
almost,0.000000,0.567923,0.027156,0.000000,0.006785,0.010658,0.006785,0.010658,0.006785,0.010658,0.000009,395577.822357,33770.131399,34821.562579
almost,0.000000,0.548298,0.027222,0.000000,0.006764,0.010381,0.006764,0.010381,0.006764,0.010381,0.000009,436120.648196,43026.907412,44918.433634
almost,0.000000,0.548313,0.026090,0.000000,0.012364,0.010404,0.012364,0.010404,0.012364,0.010404,0.000008,461861.551553,43393.626483,44585.290649
almost,0.000000,0.548623,0.025916,0.000000,0.006874,0.010309,0.006874,0.010309,0.006874,0.010309,0.000015,468408.965567,41762.382662,44302.555072
almost,0.000000,0.547318,0.025910,0.000000,0.007937,0.010205,0.007937,0.010205,0.007937,0.010205,0.000008,446391.063723,43751.813586,45166.668752
almost,0.000000,0.549427,0.027053,0.000000,0.009921,0.010084,0.009921,0.010084,0.009921,0.010084,0.000009,456597.471934,40942.327527,42590.035999
almost,0.000000,0.547535,0.027053,0.000000,0.006714,0.010402,0.006714,0.010402,0.006714,0.010402,0.000009,431251.564677,38773.766275,41095.794102
almost,0.000000,0.547370,0.027200,0.000000,0.006970,0.010386,0.006970,0.010386,0.006970,0.010386,0.000012,411584.912795,40311.308791,40550.412579
almost,0.000000,0.548112,0.027027,0.000000,0.006793,0.010458,0.006793,0.010458,0.006793,0.010458,0.000012,437310.151793,37354.885597,39521.801651
almost,0.000000,0.548327,0.027948,0.000000,0.010056,0.010786,0.010056,0.010786,0.010056,0.010786,0.000012,443764.083396,38385.272595,40939.163046
almost,0.000000,0.563182,0.026136,0.000000,0.007156,0.013018,0.007156,0.013018,0.007156,0.013018,0.000006,456493.412117,38495.658354,39481.682022
almost,0.000000,0.550224,0.031035,0.000000,0.008520,0.010217,0.008520,0.010217,0.008520,0.010217,0.000011,408379.568069,38602.259540,41585.275771
almost,0.000000,0.563207,0.026127,0.000000,0.012387,0.011563,0.012387,0.011563,0.012387,0.011563,0.000009,430731.519189,35085.123488,35529.194498
almost,0.000000,0.551039,0.028104,0.000000,0.007673,0.010155,0.007673,0.010155,0.007673,0.010155,0.000011,417204.321116,43206.994346,43605.971760
almost,0.000000,0.560975,0.028721,0.000000,0.007151,0.011151,0.007151,0.011151,0.007151,0.011151,0.000010,461101.492644,40444.988622,41622.455762
almost,0.000000,0.570307,0.028235,0.000000,0.006867,0.010903,0.006867,0.010903,0.006867,0.010903,0.000012,411122.008289,36301.285186,37960.806265
almost,0.000000,0.561207,0.026238,0.000000,0.013323,0.011078,0.013323,0.011078,0.013323,0.011078,0.000012,422749.138588,45882.650440,48345.851052
almost,0.000000,0.547833,0.026194,0.000000,0.006756,0.010267,0.006756,0.010267,0.006756,0.010267,0.000008,422675.497386,44034.355895,47673.748471
almost,0.000000,0.550386,0.026007,0.000000,0.007866,0.010182,0.007866,0.010182,0.007866,0.010182,0.000008,432311.952967,38130.393713,40430.979245
almost,0.000000,0.547403,0.026736,0.000000,0.010513,0.010268,0.010513,0.010268,0.010513,0.010268,0.000011,426182.207034,41942.883983,44502.315813
almost,0.000000,0.548017,0.026090,0.000000,0.006816,0.010359,0.006816,0.010359,0.006816,0.010359,0.000010,425667.309776,40768.150261,41447.569757
almost,0.000000,0.558365,0.026059,0.000000,0.006753,0.010334,0.006753,0.010334,0.006753,0.010334,0.000011,411110.075792,44079.259283,45473.
