type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,986,991,0.275968,0.168815
almost,1001,1001,986,991,0.295525,0.168596
inv,1001,1001,827,831,0.333296,0.210849
str,1001,1001,990,995,0.282349,0.175101
weak,1001,1001,986,991,0.269606,0.165265
