type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,912,969,0.007995,0.004784
almost,1000,1001,1001,912,969,0.008109,0.004920
inv,1000,1001,1001,603,657,0.008809,0.005812
str,1000,1001,1001,876,922,0.007401,0.004616
weak,1000,1001,1001,912,969,0.007532,0.004801
