type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,996,997,0.939686,0.593325
almost,1001,1001,996,997,0.926222,0.568465
inv,1001,1001,861,862,1.102672,0.701804
str,1001,1001,996,996,0.919162,0.573242
weak,1001,1001,996,997,0.917768,0.573846
