type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,946,980,0.026041,0.015879
almost,1000,1001,1001,946,980,0.023997,0.015194
inv,1000,1001,1001,751,789,0.028844,0.019362
str,1000,1001,1001,962,989,0.026769,0.015014
weak,1000,1001,1001,946,980,0.031708,0.015198
