type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,993,996,0.508894,0.320776
almost,1001,1001,993,996,0.498674,0.313658
inv,1001,1001,843,848,0.626954,0.404098
str,1001,1001,990,996,0.522633,0.324244
weak,1001,1001,993,996,0.495310,0.308968
