type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,992,996,0.548692,0.317674
almost,1001,1001,992,996,0.459108,0.282325
inv,1001,1001,839,844,0.559250,0.353063
str,1001,1001,990,996,0.461554,0.289008
weak,1001,1001,992,996,0.443617,0.276121
