type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,970,982,0.065604,0.040424
almost,1000,1001,1001,970,982,0.065629,0.040704
inv,1000,1001,1001,796,812,0.074053,0.046725
str,1000,1001,1001,977,990,0.062343,0.039663
weak,1000,1001,1001,970,982,0.063182,0.039088
