type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,929,969,0.015144,0.009678
almost,1000,1001,1001,929,969,0.014619,0.008966
inv,1000,1001,1001,707,723,0.017375,0.010999
str,1000,1001,1001,942,959,0.014066,0.008802
weak,1000,1001,1001,929,969,0.013756,0.008443
