type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,981,988,0.130101,0.083198
almost,1000,1001,1001,981,988,0.124849,0.080492
inv,1000,1001,1001,814,824,0.152048,0.099268
str,1000,1001,1001,986,990,0.142445,0.079505
weak,1000,1001,1001,981,988,0.133405,0.079319
