type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,944,979,0.020972,0.014237
almost,1000,1001,1001,944,979,0.020568,0.012797
inv,1000,1001,1001,734,753,0.025209,0.015635
str,1000,1001,1001,948,976,0.021216,0.015457
weak,1000,1001,1001,944,979,0.019835,0.012188
