type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,996,997,1.103450,0.628452
almost,1001,1001,996,997,0.969641,0.609634
inv,1001,1001,862,863,1.178609,0.739288
str,1001,1001,996,996,0.957972,0.603046
weak,1001,1001,996,997,0.951045,0.599539
