type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,997,997,1.231850,0.783060
almost,1001,1001,997,997,1.218490,0.774286
inv,1001,1001,865,867,1.442925,0.971799
str,1001,1001,997,1000,1.220178,0.757914
weak,1001,1001,997,997,1.210702,0.764669
