type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,997,997,1.288909,0.813990
almost,1001,1001,997,997,1.244518,0.793443
inv,1001,1001,866,869,1.531510,0.977689
str,1001,1001,997,1000,1.257671,0.790381
weak,1001,1001,997,997,1.248593,0.785501
