typename,time_original,time_columOpt_prealloc,time_columOpt_prealloc_V1,time_fminknap,resOpt_v1,resOpt,resFmin
-tsize: 50001, s_size: 27262, n: 20, capac: 50000
uncorr,0.000000,0.047803,0.036020,0.000006,98533.785238,98533.785238,98533.785238
uncorr,0.000000,0.032779,0.039635,0.000005,108458.233918,108458.233918,108458.233918
uncorr,0.000000,0.037413,0.037856,0.000008,60252.589310,60252.589310,60252.589310
uncorr,0.000001,0.034621,0.051242,0.000006,82137.073737,82137.073737,82137.073737
uncorr,0.000001,0.037931,0.044000,0.000007,74017.032636,74017.032636,74017.032636
uncorr,0.000000,0.050358,0.032818,0.000005,65584.111161,65584.111161,65584.111161
uncorr,0.000000,0.032257,0.032877,0.000006,93776.066410,93776.066410,93776.066410
uncorr,0.000001,0.041594,0.033044,0.000005,92020.472704,92020.472704,92020.472704
uncorr,0.000001,0.032713,0.033314,0.000006,102934.418187,102934.418187,102934.418187
uncorr,0.000000,0.041731,0.038249,0.000005,92650.970702,92650.970702,92650.970702
uncorr,0.000000,0.031989,0.033053,0.000004,134281.124214,134281.124214,134281.124214
uncorr,0.000001,0.032002,0.033356,0.000005,105933.828003,105933.828003,105933.828003
uncorr,0.000000,0.031973,0.032778,0.000004,123336.271576,123336.271576,123336.271576
uncorr,0.000001,0.033473,0.033449,0.000004,74269.254498,74269.254498,74269.254498
uncorr,0.000000,0.032153,0.032824,0.000003,118609.583750,118609.583750,118609.583750
uncorr,0.000000,0.036013,0.033100,0.000005,109000.877575,109000.877575,109000.877575
uncorr,0.000000,0.032290,0.032798,0.000003,106366.193213,106366.193213,106366.193213
uncorr,0.000000,0.032850,0.034105,0.000004,128047.785916,128047.785916,128047.785916
uncorr,0.000000,0.032276,0.032869,0.000008,107567.958975,107567.958975,107567.958975
uncorr,0.000000,0.031954,0.032723,0.000005,64126.084941,64126.084941,64126.084941
uncorr,0.000000,0.031901,0.032695,0.000003,88016.311507,88016.311507,88016.311507
uncorr,0.000000,0.033409,0.032889,0.000004,134101.073999,134101.073999,134101.073999
uncorr,0.000000,0.032121,0.034681,0.000005,69866.982821,69866.982821,69866.982821
uncorr,0.000001,0.036291,0.033002,0.000005,63569.278587,63569.278587,63569.278587
uncorr,0.000000,0.032105,0.039979,0.000006,106891.908060,106891.908060,106891.908060
uncorr,0.000000,0.032929,0.033736,0.000005,96677.379212,96677.379212,96677.379212
uncorr,0.000000,0.032176,0.033212,0.000007,81527.887989,81527.887989,81527.887989
uncorr,0.000000,0.031986,0.033170,0.000003,110601.997749,110601.997749,110601.997749
uncorr,0.000000,0.032974,0.033078,0.000005,81543.782790,81543.782790,81543.782790
uncorr,0.000000,0.032048,0.033996,0.000005,67400.558247,67400.558247,67400.558247
uncorr,0.000000,0.032207,0.032844,0.000005,67635.651736,67635.651736,67635.651736
uncorr,0.000001,0.032333,0.032907,0.000013,105547.476390,105547.476390,105547.476390
uncorr,0.000000,0.033479,0.033451,0.000005,113605.919614,113605.919614,113605.919614
uncorr,0.000000,0.032346,0.032730,0.000004,122746.700064,122746.700064,122746.700064
uncorr,0.000000,0.032244,0.032875,0.000007,109339.189822,109339.189822,109339.189822
uncorr,0.000000,0.032289,0.033745,0.000004,83937.770669,83937.770669,83937.770669
uncorr,0.000001,0.032276,0.034629,0.000007,68752.931786,68752.931786,68752.931786
uncorr,0.000000,0.039425,0.040025,0.000005,80203.279603,80203.279603,80203.279603
uncorr,0.000000,0.032950,0.033059,0.000006,90234.879441,90234.879441,90234.879441
uncorr,0.000000,0.039187,0.046125,0.000006,76693.141773,76693.141773,76693.141773
uncorr,0.000000,0.035246,0.035762,0.000006,72559.564489,72559.564489,72559.564489
uncorr,0.000000,0.037444,0.033053,0.000007,134758.900994,134758.900994,134758.900994
uncorr,0.000000,0.041127,0.037198,0.000009,112517.599508,112517.599508,112517.599508
uncorr,0.000000,0.037854,0.033084,0.000006,120802.044765,120802.044765,120802.044765
uncorr,0.000000,0.031956,0.041066,0.000007,77981.360659,77981.360659,77981.360659
uncorr,0.000000,0.035630,0.033269,0.000005,76406.487783,76406.487783,76406.487783
uncorr,0.000000,0.032000,0.032787,0.000006,80418.101310,80418.101310,80418.101310
uncorr,0.000000,0.032139,0.032847,0.000006,76345.667807,76345.667807,76345.667807
uncorr,0.000000,0.031940,0.033223,0.000005,63113.565603,63113.565603,63113.565603
uncorr,0.000000,0.034240,0.032873,0.000005,56956.290073,56956.290073,56956.290073
uncorr,0.000000,0.033654,0.033128,0.000005,87860.890467,87860.890467,87860.890467
uncorr,0.000000,0.034471,0.032872,0.000009,114360.408290,114360.408290,114360.408290
uncorr,0.000001,0.032103,0.032832,0.000008,80201.311316,80201.311316,80201.311316
uncorr,0.000000,0.032096,0.032977,0.000004,90919.885787,90919.885787,90919.885787
uncorr,0.000000,0.031984,0.033081,0.000011,84074.756660,84074.756660,84074.756660
uncorr,0.000000,0.031809,0.032823,0.000004,104666.479603,104666.479603,104666.479603
uncorr,0.000000,0.032005,0.032808,0.000005,95727.352203,95727.352203,95727.352203
uncorr,0.000000,0.031905,0.034869,0.000003,95291.706355,95291.706355,95291.706355
uncorr,0.000000,0.032012,0.034546,0.000004,129557.012906,129557.012906,129557.012906
uncorr,0.000000,0.032159,0.033608,0.000006,85021.259517,85021.259517,85021.259517
uncorr,0.000000,0.031868,0.033425,0.000004,99327.757804,99327.757804,99327.757804
uncorr,0.000000,0.032112,0.035664,0.000004,69817.872397,69817.872397,69817.872397
uncorr,0.000000,0.035390,0.033508,0.000005,89389.921742,89389.921742,89389.921742
uncorr,0.000001,0.032900,0.032766,0.000005,104267.010286,104267.010286,104267.010286
uncorr,0.000000,0.032691,0.033409,0.000005,99486.726163,99486.726163,99486.726163
uncorr,0.000000,0.032894,0.033099,0.000005,86110.277302,86110.277302,86110.277302
uncorr,0.000000,0.032239,0.032808,0.000005,114543.403950,114543.403950,114543.403950
uncorr,0.000000,0.032131,0.032881,0.000004,80594.967461,80594.967461,80594.967461
uncorr,0.000000,0.032985,0.034646,0.000006,96976.046254,96976.046254,96976.046254
uncorr,0.000000,0.032152,0.032790,0.000004,109394.377377,109394.377377,109394.377377
uncorr,0.000000,0.032071,0.033008,0.000005,70937.090778,70937.090778,70937.090778
uncorr,0.000000,0.032109,0.033132,0.000004,104704.898265,104704.898265,104704.898265
uncorr,0.000000,0.032064,0.033609,0.000006,103902.402707,103902.402707,103902.402707
uncorr,0.000000,0.032414,0.033957,0.000003,91211.825588,91211.825588,91211.825588
uncorr,0.000000,0.032708,0.033323,0.000004,91911.620993,91911.620993,91911.620993
uncorr,0.000000,0.035178,0.033533,0.000006,115001.069685,115001.069685,115001.069685
uncorr,0.000000,0.032399,0.032806,0.000005,80315.439626,80315.439626,80315.439626
uncorr,0.000001,0.034283,0.033022,0.000005,82009.010092,82009.010092,82009.010092
uncorr,0.000001,0.032124,0.034287,0.000005,80270.517309,80270.517309,80270.517309
uncorr,0.000000,0.032064,0.032984,0.000004,106200.784526,106200.784526,106200.784526
uncorr,0.000001,0.032680,0.033037,0.000005,82662.731714,82662.731714,82662.731714
uncorr,0.000000,0.031906,0.032860,0.000013,78210.648209,78210.648209,78210.648209
uncorr,0.000000,0.031949,0.032959,0.000003,65437.223533,65437.223533,65437.223533
uncorr,0.000001,0.031908,0.032869,0.000008,117976.321514,117976.321514,117976.321514
uncorr,0.000000,0.031986,0.032775,0.000005,103887.942936,103887.942936,103887.942936
uncorr,0.000000,0.032058,0.033043,0.000004,83611.163439,83611.163439,83611.163439
uncorr,0.000000,0.032161,0.032823,0.000004,88272.063780,88272.063780,88272.063780
uncorr,0.000000,0.032098,0.032838,0.000003,106182.840866,106182.840866,106182.840866
uncorr,0.000000,0.034047,0.032847,0.000003,94137.313072,94137.313072,94137.313072
uncorr,0.000000,0.032079,0.033876,0.000005,106696.026271,106696.026271,106696.026271
uncorr,0.000000,0.032544,0.032816,0.000004,74297.179329,74297.179329,74297.179329
