type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,993,996,0.719831,0.434751
almost,1001,1001,993,996,0.738148,0.451465
inv,1001,1001,856,858,0.837456,0.532659
str,1001,1001,994,996,0.692884,0.435387
weak,1001,1001,993,996,0.702715,0.431861
