type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,973,982,0.085397,0.052558
almost,1000,1001,1001,973,982,0.084111,0.060911
inv,1000,1001,1001,806,814,0.099754,0.063215
str,1000,1001,1001,981,990,0.082120,0.049867
weak,1000,1001,1001,973,982,0.079057,0.049742
